,COD_PRO,COD_SEL,Piles,Columns,Tensioners,Wire_rolls,Isolation,Carbonate,APP_Area,RL_Area,Total_Area,Requires_Carbonate_RL,Requires_Isolation_RL,Group_RL,CultureI_RL,CultureII_RL,Seedlings_RL,Method_RL,Year_RL,Requires_Carbonate_APP,Requires_Isolation_APP,Group_APP,CultureI_APP,CultureII_APP,Seedlings_APP,Method_APP,Year_APP,Year_Selection,Year_Implementation,Concluded_Isolation,Project_Status,Requires_Isolation,Requires_Carbonate
230,PRO0228,SEL0231,176,12,60,5,CONCLUIDO,1.05,4.17,0.0,4.17,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,2110.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
235,PRO0233,SEL0236,23,2,10,1,CONCLUIDO,0.15,0.16,0.0,0.16,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,272.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
238,PRO0236,SEL0239,16,2,10,1,CONCLUIDO,0.1,0.1,0.0,0.1,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,160.0,APP SAF,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
239,PRO0237,SEL0240,0,0,0,0,,0.1,0.0,0.17,0.17,0.0,0.0,1,B,,180,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
241,PRO0239,SEL0242,55,6,20,2,CONCLUIDO,0.25,0.4,0.0,0.4,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,490.0,APP SAF,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
243,PRO0241,SEL0244,163,9,0,5,CONCLUIDO,0.85,1.49,0.0,1.49,0.0,0.0,,,,,,2019.0,0.0,0.0,2,C,D,,APP SAF,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
247,PRO0245,SEL0248,55,2,20,2,CONCLUIDO,0.25,0.0,0.41,0.41,0.0,0.0,2,B,C,,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
248,PRO0246,SEL0249,0,0,0,0,,0.0,0.0,0.0,0.41,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
249,PRO0247,SEL0250,67,8,0,2,CONCLUIDO,0.35,1.05,0.0,1.05,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,705.0,APP SAF,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
250,PRO0248,SEL0251,0,0,0,0,,0.0,0.0,0.0,1.05,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
255,PRO0253,SEL0256,0,0,0,0,,0.15,0.0,0.1,0.1,0.0,0.0,1,C,,300,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
257,PRO0255,SEL0258,56,3,30,2,CONCLUIDO,0.35,1.66,0.0,1.66,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,700.0,APP SAF,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
258,PRO0256,SEL0259,216,7,60,7,CONCLUIDO,0.55,0.8,0.0,0.8,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,1100.0,APP DIV,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
259,PRO0257,SEL0260,0,0,0,0,,0.0,0.0,0.0,1.66,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
260,PRO0258,SEL0261,0,0,0,0,,0.0,0.0,0.0,0.8,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
261,PRO0259,SEL0262,32,2,10,1,CONCLUIDO,0.25,0.38,0.0,0.38,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,496.0,APP SAF,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
263,PRO0261,SEL0264,68,6,30,2,CONCLUIDO,0.4,1.12,0.0,1.12,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,780.0,APP DIV,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
264,PRO0262,SEL0265,80,3,25,3,CONCLUIDO,0.25,0.45,0.0,0.45,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,350.0,APP DIV,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
265,PRO0263,SEL0266,55,2,30,2,CONCLUIDO,0.1,0.23,0.0,1.12,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,160.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
266,PRO0264,SEL0267,0,0,0,0,,0.0,0.0,0.0,0.45,0.0,0.0,-,-,-,0,,2020.0,0.0,1.0,1,A,,540.0,APP SAF,2020.0,2020.0,2020.0,0,ATIVO,0.0,0.0
267,PRO0265,SEL0268,0,0,0,0,,0.0,0.0,0.0,0.23,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
268,PRO0266,SEL0269,0,0,0,0,CONCLUIDO,0.05,0.15,0.0,0.15,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,,APP SAF,2019.0,2019.0,2019.0,1,ATIVO,0.0,0.0
269,PRO0267,SEL0270,330,17,80,7,CONCLUIDO,0.0,5.06,0.0,5.06,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,APP SAF,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
270,PRO0268,SEL0271,0,0,0,0,,0.0,0.0,0.0,0.15,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
271,PRO0269,SEL0272,0,0,0,0,,0.0,0.0,0.0,5.06,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
275,PRO0273,SEL0276,50,2,30,2,CONCLUIDO,0.15,0.2,0.0,0.2,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,D,277.0,APP SAF,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
277,PRO0275,SEL0278,0,0,0,0,,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
279,PRO0277,SEL0280,106,9,50,5,CONCLUIDO,0.4,1.43,0.0,1.43,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
281,PRO0279,SEL0282,0,0,0,0,,0.0,0.0,0.0,1.43,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
282,PRO0280,SEL0283,60,2,10,2,CONCLUIDO,0.1,0.42,0.0,0.42,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,248.0,APP DIV,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
283,PRO0281,SEL0284,77,4,20,2,CONCLUIDO,0.155,0.83,1.51,2.34,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,280.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
284,PRO0282,SEL0285,0,0,0,0,,0.0,0.0,0.0,0.42,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
285,PRO0283,SEL0286,0,0,0,0,,0.0,0.0,0.0,2.34,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
289,PRO0287,SEL0290,46,4,20,1,CONCLUIDO,0.0,0.13,0.0,0.13,0.0,0.0,,,,,,2018.0,0.0,0.0,2,A,B,300.0,APP SAF,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
290,PRO0288,SEL0291,71,9,45,2,CONCLUIDO,0.0,0.1,0.0,0.1,0.0,0.0,,,,,,2018.0,0.0,0.0,2,A,B,450.0,APP SAF,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
291,PRO0288,SEL0292,0,0,0,0,CONCLUIDO,0.0,0.25,0.0,0.25,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,250.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
292,PRO0289,SEL0293,60,8,40,2,CONCLUIDO,0.0,0.48,0.0,0.48,0.0,0.0,,,,,,2018.0,0.0,0.0,2,A,B,850.0,APP SAF,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
293,PRO0289,SEL0294,0,0,0,0,CONCLUIDO,0.0,0.26,0.0,0.26,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,800.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
294,PRO0290,SEL0295,120,15,75,3,CONCLUIDO,0.885,2.68,7.34,10.02,0.0,0.0,5,H,,,RL SAF,2019.0,0.0,0.0,2,A,C,1300.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
295,PRO0291,SEL0296,0,0,0,0,,0.0,0.0,0.0,0.26,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
296,PRO0292,SEL0297,0,0,0,0,CONCLUIDO,0.0,0.1,0.0,10.02,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,50.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
298,PRO0294,SEL0299,0,0,0,0,,0.0,0.0,0.0,0.1,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
300,PRO0296,SEL0301,105,7,20,2,,0.55,0.76,0.0,0.76,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,I,,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
301,PRO0297,SEL0302,0,0,0,0,,0.5,0.0,0.8,0.8,0.0,0.0,3,EA,,445,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
302,PRO0298,SEL0303,410,13,50,8,,0.1,4.2,0.0,4.2,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,I,,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
303,PRO0299,SEL0304,12,0,0,0,,0.05,0.1,0.0,0.8,0.0,0.0,,,,,,2019.0,0.0,0.0,1,D,,100.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
304,PRO0300,SEL0305,67,4,20,1,,0.2,0.26,0.0,4.2,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,I,,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
305,PRO0301,SEL0306,0,0,0,0,,0.0,0.0,0.0,0.1,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
306,PRO0302,SEL0307,0,0,0,0,,0.0,0.0,0.0,0.26,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
311,PRO0307,SEL0312,0,0,0,0,,0.3,0.0,0.34,0.34,0.0,0.0,2,A,C,600,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
313,PRO0309,SEL0314,0,0,0,0,,0.0,0.0,0.0,0.34,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
318,PRO0314,SEL0319,63,7,30,2,CONCLUIDO,0.1,0.22,0.0,0.22,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,180.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
319,PRO0315,SEL0320,108,6,20,3,CONCLUIDO,1095.0,2.12,0.0,2.12,0.0,0.0,,,,,,2019.0,0.0,0.0,2,B,D,1980.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
320,PRO0316,SEL0321,10,2,10,1,CONCLUIDO,0.22,0.15,0.0,0.22,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,40.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
321,PRO0317,SEL0322,0,0,0,0,,0.0,0.0,0.0,2.12,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
322,PRO0318,SEL0323,0,0,0,0,,0.0,0.0,0.0,0.15,0.0,0.0,,,,,,2020.0,0.0,0.0,,,,,-,2020.0,2020.0,2020.0,0,DESISTENTE,0.0,0.0
323,PRO0319,SEL0324,115,4,45,3,PARCIAL,0.3,0.84,0.0,0.84,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,600.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
324,PRO0320,SEL0325,220,8,20,6,CONCLUIDO,0.332,2.56,0.0,2.56,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,600.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
325,PRO0321,SEL0326,30,2,40,1,CONCLUIDO,0.288,0.34,0.0,0.84,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,520.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
326,PRO0322,SEL0327,49,3,20,2,CONCLUIDO,0.55,0.23,0.0,2.56,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,100.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
327,PRO0323,SEL0328,0,0,0,0,,0.0,0.0,0.0,0.34,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
328,PRO0324,SEL0329,129,10,20,4,CONCLUIDO,0.144,1.56,0.0,1.56,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
329,PRO0325,SEL0330,168,8,20,5,CONCLUIDO,0.691,1.91,0.0,1.91,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,1100.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
330,PRO0326,SEL0331,13,2,10,1,,0.221,0.32,0.0,1.56,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,400.0,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
331,PRO0327,SEL0332,61,5,20,2,CONCLUIDO,0.232,0.56,0.0,1.91,0.0,0.0,5,H,,,RL DIV,2019.0,0.0,0.0,5,H,,420.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
332,PRO0328,SEL0333,90,6,70,3,CONCLUIDO,0.719,0.89,0.0,0.89,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,600.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
333,PRO0329,SEL0334,63,3,20,2,CONCLUIDO,0.216,0.44,1.26,1.7,0.0,0.0,3,E,B,2340,RL SAF,2019.0,0.0,0.0,5,H,,390.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
334,PRO0330,SEL0335,77,4,20,2,CONCLUIDO,0.341,1.04,0.0,1.04,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,517.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
335,PRO0331,SEL0336,75,4,25,2,CONCLUIDO,0.324,0.94,0.0,1.7,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,586.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
336,PRO0332,SEL0337,50,4,25,1,CONCLUIDO,0.268,0.26,0.0,1.04,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,385.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
337,PRO0333,SEL0338,20,2,10,1,CONCLUIDO,0.66,0.16,0.0,0.94,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,120.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
338,PRO0334,SEL0339,90,5,10,2,CONCLUIDO,0.719,4.18,0.0,4.18,0.0,0.0,5,H,,,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
339,PRO0335,SEL0340,33,3,10,1,CONCLUIDO,0.15,0.39,0.0,0.39,0.0,0.0,,0,,0,,2019.0,0.0,0.0,2,A,C,0.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
340,PRO0336,SEL0341,273,10,40,7,CONCLUIDO,0.747,3.77,0.13,4.18,0.0,0.0,1,B,,,RL SAF,2019.0,0.0,0.0,1,A,,900.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
341,PRO0337,SEL0342,87,8,15,2,CONCLUIDO,0.72,1.48,0.0,1.48,0.0,0.0,,0,,0,,2019.0,0.0,0.0,5,H,,845.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
342,PRO0338,SEL0343,0,0,0,0,,0.0,0.0,0.0,3.9,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
343,PRO0339,SEL0344,0,0,0,0,,0.0,0.0,0.0,1.48,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
346,PRO0342,SEL0347,174,4,30,5,A FAZER,0.05,0.56,0.63,1.19,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,100.0,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
347,PRO0343,SEL0348,366,12,50,9,CONCLUIDO,0.45,3.3,0.0,3.3,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,800.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
348,PRO0344,SEL0349,0,0,0,0,,0.0,0.0,0.0,1.19,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
349,PRO0345,SEL0350,125,4,20,3,CONCLUIDO,1.161,0.0,2.41,3.3,0.0,0.0,1,A,,2100,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
350,PRO0346,SEL0351,53,2,5,1,CONCLUIDO,4.369,0.0,4.64,4.64,0.0,0.0,5,H,,7900,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
351,PRO0346,SEL0352,0,0,0,0,,0.0,0.0,0.0,2.41,1.0,0.0,4,G,-,3318,RL SAF,2020.0,0.0,0.0,-,-,-,0.0,-,2020.0,2020.0,2020.0,0,ATIVO,0.0,0.0
352,PRO0347,SEL0353,27,2,0,1,,0.05,0.0,0.0,4.64,0.0,0.0,2,A,B,,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,1.0,0.0
360,PRO0355,SEL0361,14,2,0,1,CONCLUIDO,0.1,0.44,0.0,0.44,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
362,PRO0357,SEL0363,42,4,25,2,CONCLUIDO,0.5,0.89,0.0,0.89,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,992.0,APP SAF,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
364,PRO0359,SEL0365,212,6,50,5,CONCLUIDO,0.553,0.9,0.0,0.9,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,1000.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
365,PRO0360,SEL0366,48,3,10,1,CONCLUIDO,0.453,0.0,1.17,1.17,0.0,0.0,1,B,,826,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
366,PRO0361,SEL0367,149,4,30,4,CONCLUIDO,0.553,1.13,0.0,1.13,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,1000.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
367,PRO0362,SEL0368,0,0,0,0,,0.415,0.0,0.99,1.17,0.0,0.0,1,A,,750,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
368,PRO0363,SEL0369,31,2,5,1,CONCLUIDO,0.806,0.0,1.18,1.18,0.0,0.0,3,CAFÉ CLONAL,,1458,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
369,PRO0364,SEL0370,0,0,0,0,,1.05,0.0,1.98,1.98,0.0,0.0,1,A,,1955,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
370,PRO0365,SEL0371,0,0,0,0,,0.94,0.0,0.42,1.18,0.0,0.0,3,CAFÉ CLONAL,,1700,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
371,PRO0366,SEL0372,0,0,0,0,,0.405,0.0,0.43,1.98,0.0,0.0,3,CAFÉ CLONAL,,733,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
372,PRO0367,SEL0373,0,0,0,0,,0.829,0.0,2.92,2.92,0.0,0.0,1,A,,1500,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
373,PRO0368,SEL0374,0,0,0,0,,2.6,0.0,0.0,0.43,0.0,0.0,3,CAFÉ CLONAL,,2100,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
374,PRO0369,SEL0375,0,0,0,0,,0.0,0.0,0.0,2.92,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
375,PRO0370,SEL0376,0,0,0,0,,0.0,0.0,2.83,2.83,0.0,0.0,3,E,B,3700,RL SAF,2019.0,0.0,0.0,2,A,B,1600.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
376,PRO0370,SEL0377,0,0,0,0,,0.0,0.0,2.29,2.29,0.0,0.0,2,A,C,950,RL SAF,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
377,PRO0370,SEL0378,0,0,0,0,,0.0,0.0,0.0,2.83,1.0,0.0,1,A,-,1609,RL SAF,2020.0,0.0,0.0,-,-,-,0.0,-,2020.0,2020.0,2020.0,0,ATIVO,0.0,0.0
378,PRO0371,SEL0379,0,0,0,0,,0.0,0.0,5.28,5.28,1.0,0.0,1,D,-,100,RL DIV,2018.0,0.0,0.0,-,-,-,0.0,,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
379,PRO0371,SEL0380,52,4,10,1,CONCLUIDO,553.1,0.0,0.98,0.98,1.0,1.0,1,D,,1000,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,1.0
380,PRO0372,SEL0381,0,0,0,0,,0.0,0.0,0.11,5.28,0.0,0.0,1,D,,140,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
381,PRO0373,SEL0382,0,0,0,0,,0.0,0.0,4.37,4.37,0.0,0.0,1,A,,,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
382,PRO0374,SEL0383,0,0,0,0,,0.0,0.0,0.0,0.11,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
383,PRO0375,SEL0384,0,0,0,0,,0.0,0.0,0.52,4.37,0.0,0.0,2,A,C,,RL SAF,2018.0,0.0,0.0,2,A,C,,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
384,PRO0376,SEL0385,0,0,0,0,,0.0,0.0,1.53,1.53,0.0,0.0,2,A,B,1700,RL SAF,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
385,PRO0377,SEL0386,0,0,0,0,,0.0,0.0,0.0,0.52,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
386,PRO0378,SEL0387,0,0,0,0,,0.387,2.13,0.0,2.13,0.0,0.0,,,,,RL SAF,2019.0,0.0,0.0,1,A,,700.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
388,PRO0380,SEL0389,0,0,0,0,,0.0,0.0,0.0,2.13,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
397,PRO0389,SEL0398,19,2,5,1,CONCLUIDO,0.044,0.0,0.26,0.26,0.0,0.0,2,A,B,80,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
398,PRO0390,SEL0399,34,2,10,1,CONCLUIDO,0.1,0.28,0.0,0.28,0.0,0.0,1,D,,,RL SAF,2019.0,0.0,0.0,1,D,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
399,PRO0391,SEL0400,0,0,0,0,,0.0,0.0,0.0,0.26,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
400,PRO0392,SEL0401,0,0,0,0,,0.0,0.0,0.0,0.28,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ANULADO,0.0,0.0
404,PRO0396,SEL0405,178,6,15,5,CONCLUIDO,0.498,1.22,0.0,1.22,0.0,0.0,2,B,C,1600,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
405,PRO0397,SEL0406,63,3,15,2,CONCLUIDO,0.359,0.55,0.0,0.55,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,D,650.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
406,PRO0398,SEL0407,0,0,0,0,,0.0,0.0,0.0,1.22,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
407,PRO0399,SEL0408,92,4,10,3,CONCLUIDO,0.442,0.32,0.0,0.55,0.0,0.0,1,A,,,RL SAF,2019.0,0.0,0.0,1,A,,800.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
408,PRO0400,SEL0409,193,20,100,5,CONCLUIDO,0.0,0.91,0.0,0.91,0.0,0.0,,,,1860,RL SAF,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
