,COD_PRO,COD_EXT_x,COD_MUN,COD_SEDE,Farm,X_UTM,Y_UTM,County,Num_Visits,CAD_PLA,COD_EXT_y,Affiliation,NOME DA ASSOCIÇÃO,Main_Activity,Secondary_Activity
0,PRO0001,4.0,14,RLM01180711,SITIO ITAMARAJU,604910.0,8690361.0,ROLIM DE MOURA,1,PLA 0001,4.0,STTR,,BOVINOCULTURA DE CORTE,PISCICULTURA
1,PRO0002,4.0,14,RLM02180711,NOSSA SENHORA DE APARECIDA,613360.0,8695236.0,ROLIM DE MOURA,16,PLA 0002,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
2,PRO0003,4.0,14,RLM01180716,SITIO ITAGUAJE,637241.0,8713875.0,ROLIM DE MOURA,23,PLA 0003,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,APICULTURA
3,PRO0004,4.0,14,RLM02180716,SITIO BOA VISTA,637050.0,8716313.0,ROLIM DE MOURA,24,PLA 0004,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
4,PRO0005,4.0,14,RLM01180718,POUSO ALEGRE,620717.0,8708956.0,ROLIM DE MOURA,1,PLA 0005,4.0,STTR,,BOVINOCULTURA DE LEITE,SAF
5,PRO0006,4.0,14,RLM02180718,SITIO PARAISO,621334.0,8731121.0,ROLIM DE MOURA,0,PLA 0006,4.0,STTR,,CAFEICULTURA,SAF
6,PRO0007,4.0,14,RLM01180723,CHACARA SOL BRILHANTE,625152.0,8706698.0,ROLIM DE MOURA,0,PLA 0007,4.0,ASSOCIAÇÃO,,CAFEICULTURA,LAVOURA
7,PRO0008,4.0,14,RLM01180725,SITIO ALTO ALEGRE,621575.0,8700745.0,ROLIM DE MOURA,0,PLA 0008,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,CAFEICULTURA
8,PRO0009,4.0,14,RLM01180727,CHACARA RAMOS,620977.0,8690594.0,ROLIM DE MOURA,0,PLA 0009,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
9,PRO0010,4.0,14,RLM02180919,CHACARA AMAZONIA NOSSA,626050.0,8689710.0,ROLIM DE MOURA,0,PLA 0010,4.0,ASSOCIAÇÃO,,CAFEICULTURA,BOVINOCULTURA DE LEITE
10,PRO0011,4.0,14,RLM01180808,ESTANCIA VIVAN,636920.0,8694152.0,ROLIM DE MOURA,0,PLA 0011,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
11,PRO0012,4.0,14,RLM02180808,CANTINHO DO CÉU,637184.0,8693669.0,ROLIM DE MOURA,0,PLA 0012,4.0,ASSOCIAÇÃO,,FRUTICULTURA,
12,PRO0013,4.0,14,RLM02180920,CHACARA CONSUELO,632543.0,8694695.0,ROLIM DE MOURA,0,PLA 0013,4.0,ASSOCIAÇÃO,,OLERICULTURA,CAFEICULTURA
13,PRO0014,4.0,14,RLM01180920,SITIO TOTOEL,633084.0,8699303.0,ROLIM DE MOURA,0,PLA 0014,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
14,PRO0015,4.0,14,RLM03180920,CHACARA PRESENTE,634801.0,8692636.0,ROLIM DE MOURA,0,PLA 0015,4.0,ASSOCIAÇÃO,,CAFEICULTURA,HORTICULTURA
15,PRO0016,4.0,14,RLM01180919,CHACARA SÃO JOSÉ,624985.0,8696436.0,ROLIM DE MOURA,0,PLA 0016,4.0,ASSOCIAÇÃO,,CAFEICULTURA,FRUTICULTURA*
16,PRO0017,4.0,14,RLM01181003,SITIO SAO PEDRO,621274.0,8695470.0,ROLIM DE MOURA,0,PLA 0017,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,CAFEICULTURA
17,PRO0018,4.0,14,RLM02181003,CHACARA NOSSA SENHORA APARECIDA,621114.0,8693308.0,ROLIM DE MOURA,0,PLA 0018,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
18,PRO0019,4.0,14,RLM02181003,SITIO PLANALTO,637243.0,8688906.0,ROLIM DE MOURA,0,PLA 0019,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
19,PRO0020,4.0,14,RLM01181009,CHACARA FORTALEZA,637076.0,8695780.0,ROLIM DE MOURA,0,PLA 0020,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,PISCICULTURA
20,PRO0021,4.0,14,RLM01190206,CHACARA GUADALUPE,625138.0,8693528.0,ROLIM DE MOURA,0,PLA 0021,4.0,ASSOCIAÇÃO,,HORTICULTURA,BOVINOCULTURA DE CORTE
21,PRO0022,4.0,14,RLM02190228,SITIO BIANCHI,637121.0,8713950.0,ROLIM DE MOURA,0,PLA 0022,4.0,ASSOCIAÇÃO,,CAFEICULTURA,BOVINOCULTURA DE LEITE
22,PRO0023,4.0,14,RLM01190225,CHACARA PARANAENSE,630188.0,8694325.0,ROLIM DE MOURA,0,PLA 0023,4.0,STTR,,BOVINOCULTURA DE CORTE,
23,PRO0024,4.0,14,RLM01190228,SITIO SOARES,637116.0,8711318.0,ROLIM DE MOURA,0,PLA 0024,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
24,PRO0025,5.0,1,ARQ01190225,SITIO RECORD,506087.0,8912192.0,ARIQUEMES,0,PLA 0025,5.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,SAF
25,PRO0026,5.0,1,ARQ01190301,SITIO RIACHOELO,534165.0,8869744.0,ARIQUEMES,0,PLA 0026,5.0,ASSOCIAÇÃO,APRONA,LAVOURA,FRUTICULTURA*
26,PRO0027,5.0,1,ARQ01190227,SITIO SANTA ROSA,539352.0,8869852.0,ARIQUEMES,0,PLA 0027,5.0,ASSOCIAÇÃO,APRONA,BOVINOCULTURA DE LEITE,LAVOURA
27,PRO0028,6.0,10,OPO02190322,BAIERPOOL,578370.0,8804760.0,OURO PRETO DO OESTE,0,PLA 0028,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
28,PRO0029,6.0,10,OPO01191030,CHACARA SOL NASCENTE,581359.0,8818445.0,OURO PRETO DO OESTE,0,PLA 0029,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA
29,PRO0030,1.0,5,ITA01181009,SÍTIO 2 IRMÃS,474799.0,8992163.0,ITAPUÃ DO OESTE,0,PLA 0031,1.0,STTR,,BOVINOCULTURA DE LEITE,
30,PRO0031,15.0,14,RLM01180724,SANTO EXPEDITO,624302.0,8703579.0,ROLIM DE MOURA,0,PLA 0032,15.0,STTR,,BOVINOCULTURA DE CORTE,
31,PRO0032,6.0,10,OPO01180628,SITIO BOA VISTA,606752.0,8828914.0,OURO PRETO DO OESTE,0,PLA 0033,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,PISCICULTURA
32,PRO0033,15.0,14,RLM01190121,SITIO ITAJARA II,623815.0,8703428.0,ROLIM DE MOURA,0,PLA 0034,15.0,STTR,,BOVINOCULTURA DE CORTE,CAFEICULTURA
33,PRO0034,15.0,14,RLM02190121,CHACARA RECANTO,629374.0,8692614.0,ROLIM DE MOURA,0,PLA 0035,15.0,STTR,,BOVINOCULTURA DE CORTE,
34,PRO0035,5.0,1,ARQ02190228,SITIO CACHOEIRA,533680.0,8869410.0,ARIQUEMES,0,PLA 0036,5.0,ASSOCIAÇÃO,APRONA,AGROINDUSTRIA,
35,PRO0036,15.0,14,RLM02190123,SÍTIO VISTA ALEGRE,653360.0,8694367.0,ROLIM DE MOURA,0,PLA 0037,15.0,STTR,,BOVINOCULTURA DE CORTE,PISCICULTURA
36,PRO0037,2.0,14,RIC13190309,SITIO ESTANCIA AZA BRANCA,511066.0,8925460.0,RIO CRESPO,0,PLA 0038,2.0,OUTRA,,BOVINOCULTURA MISTA,
37,PRO0038,2.0,14,RIC13190309,SITIO DALPRA E DALPRA,511280.0,8932159.0,RIO CRESPO,0,PLA 0039,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
38,PRO0039,2.0,14,RIC13190226,SITIO BOA ESPERENÇA,506972.0,8932134.0,RIO CRESPO,0,PLA 0040,2.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
39,PRO0040,2.0,14,RIC13190226,SITIO 2 IRMÃOS,504268.0,8932134.0,RIO CRESPO,0,PLA 0041,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
40,PRO0041,2.0,14,RIC13190226,SITIO CÃNGURU,508303.0,8932006.0,RIO CRESPO,0,PLA 0042,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
41,PRO0042,2.0,14,RIC13190226,SITIO N.S APARECIDA,504865.0,8931967.0,RIO CRESPO,0,PLA 0043,2.0,ASSOCIAÇÃO,,CAFEICULTURA,LAVOURA
42,PRO0043,2.0,14,RIC13190226,NÃO,510070.0,8932157.0,RIO CRESPO,0,PLA 0044,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
43,PRO0044,2.0,14,RIC13190226,SITIO LIRIO DOS VALES,509751.0,8932062.0,RIO CRESPO,0,PLA 0045,2.0,ASSOCIAÇÃO,,LAVOURA,PISCICULTURA
44,PRO0045,2.0,14,RIC13190226,NÃO,509704.0,8932110.0,RIO CRESPO,0,PLA 0046,2.0,ASSOCIAÇÃO,,LAVOURA,LAVOURA
45,PRO0046,2.0,14,RIC13190226,SITIO SAO LUCAS,511137.0,8931038.0,RIO CRESPO,0,PLA 0047,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
46,PRO0047,12.0,3,CAS01180718,SÍTIO BOA ESPERANÇA,629174.0,8719147.0,CASTANHEIRAS,0,PLA 0048,12.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
47,PRO0048,5.0,1,ARQ01180802,SITIO DELFINO,529312.0,8867380.0,ARIQUEMES,0,PLA 0049,5.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
48,PRO0049,5.0,1,ARQ02180802,SITIO AGUA BOA,531944.0,8869292.0,ARIQUEMES,0,PLA 0050,5.0,ASSOCIAÇÃO,,FRUTICULTURA*,BOVINOCULTURA DE CORTE
49,PRO0050,6.0,10,OPO01180709,SITIO CACHOEIRA,591078.0,8807051.0,OURO PRETO DO OESTE,0,PLA 0051,6.0,ASSOCIAÇÃO,,PISCICULTURA,ARRENDAMENTO
50,PRO0051,5.0,1,ARQ01180730,S/I,528266.0,8897448.0,ARIQUEMES,0,PLA 0052,5.0,ASSOCIAÇÃO,,CAFEICULTURA,BOVINOCULTURA DE CORTE
51,PRO0052,5.0,1,ARQ03180802,SITIO NOSSA SENHORA APARECIDA,537511.0,8869494.0,ARIQUEMES,0,PLA 0053,5.0,ASSOCIAÇÃO,,LAVOURA,BOVINOCULTURA DE CORTE
52,PRO0053,6.0,10,OPO02180109,SITIO BELA VISTA,590119.0,8808394.0,OURO PRETO DO OESTE,0,PLA 0054,6.0,,,BOVINOCULTURA MISTA,
53,PRO0054,5.0,1,ARQ01180731,SITIO SAO JOSE,494687.0,8881133.0,ARIQUEMES,0,PLA 0055,5.0,ASSOCIAÇÃO,,FRUTICULTURA*,BOVINOCULTURA DE CORTE
54,PRO0055,5.0,1,ARQ01180801,SITIO FENIX,508867.0,8886558.0,ARIQUEMES,0,PLA 0056,5.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
55,PRO0056,6.0,10,OPO03180709,SITIO BOA VISTA,589551.0,8807505.0,OURO PRETO DO OESTE,0,PLA 0057,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
56,PRO0057,5.0,1,ARQ03180726,SITIO VISTA ALEGRE,532405.0,8888686.0,ARIQUEMES,0,PLA 0058,5.0,ASSOCIAÇÃO,,CAFEICULTURA,FRUTICULTURA
57,PRO0058,6.0,10,OPO04180709,SITIO ALTO ALEGRE,590731.0,8807111.0,OURO PRETO DO OESTE,0,PLA 0059,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
58,PRO0059,5.0,1,ARQ01181002,CHACARA BOM JARDIM,510516.0,8904870.0,ARIQUEMES,0,PLA 0060,5.0,ASSOCIAÇÃO,,HORTICULTURA,
59,PRO0060,6.0,10,OPO05180709,SITIO SÃO JORGE,591856.0,8806832.0,OURO PRETO DO OESTE,0,PLA 0061,6.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
60,PRO0061,6.0,10,OPO03180711,FAZENDA SÃO VICENTE,575505.0,8817058.0,OURO PRETO DO OESTE,0,PLA 0062,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
61,PRO0062,5.0,1,ARQ01180725,CHACARA SANTA RITA DE CASSIA,508998.0,8905725.0,ARIQUEMES,0,PLA 0063,5.0,ASSOCIAÇÃO,,AGROINDUSTRIA,
62,PRO0063,5.0,1,ARQ02180725,SITIO DUAS IRMAS,536871.0,8902080.0,ARIQUEMES,0,PLA 0064,5.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
63,PRO0064,6.0,10,OPO01180711,CHACARA SANTA MARGARIDA,575864.0,8817165.0,OURO PRETO DO OESTE,0,PLA 0065,6.0,ASSOCIAÇÃO,,FRUTICULTURA*,CAFEICULTURA
64,PRO0065,5.0,1,ARQ02180726,SITIO SAO JOSE,541822.0,8900381.0,ARIQUEMES,0,PLA 0066,5.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
65,PRO0066,6.0,10,OPO02180711,SITIO MARQUES,575992.0,8817191.0,OURO PRETO DO OESTE,0,PLA 0067,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
66,PRO0067,5.0,1,ARQ01180726,SITIO DOS PREGUICOSO,509428.0,8906523.0,ARIQUEMES,0,PLA 0068,5.0,ASSOCIAÇÃO,,SAF,BOVINOCULTURA DE LEITE
67,PRO0068,5.0,1,ARQ01180806,SITIO DA ESPERANÇA,479439.0,8901299.0,ARIQUEMES,0,PLA 0069,5.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
68,PRO0069,5.0,1,ARQ01181108,SITIO BOA ESPERANCA,489687.0,8906824.0,ARIQUEMES,0,PLA 0070,5.0,ASSOCIAÇÃO,AGRICO,BOVINOCULTURA DE CORTE,CAFEICULTURA
69,PRO0070,5.0,1,ARQ02181108,SITIO BOA ESPERANCA,489740.0,8906706.0,ARIQUEMES,0,PLA 0071,5.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,CAFEICULTURA
70,PRO0071,5.0,1,ARQ01181109,CHACARA OURO VERDE,485920.0,8906050.0,ARIQUEMES,0,PLA 0072,5.0,ASSOCIAÇÃO,,FRUTICULTURA,LAVOURA
71,PRO0072,15.0,14,RLM01190125,CHACARA ESPERANCA,624944.0,8703680.0,ROLIM DE MOURA,0,PLA 0073,15.0,STTR,,BOVINOCULTURA DE CORTE,
72,PRO0073,15.0,14,RLM01190122,CHACARA ALECRIM,632803.0,8696522.0,ROLIM DE MOURA,0,PLA 0074,15.0,STTR,,AGRICULTURA,
73,PRO0074,15.0,14,RLM01190123,SITIO BOM PASTOR,652944.0,8715428.0,ROLIM DE MOURA,0,PLA 0075,15.0,STTR,,BOVINOCULTURA DE LEITE,
74,PRO0075,15.0,14,RLM02190206,CHACARA ALMEIDA,613386.0,8709194.0,ROLIM DE MOURA,0,PLA 0076,15.0,ASSOCIAÇÃO,,LAVOURA,BOVINOCULTURA DE LEITE
75,PRO0076,6.0,10,OPO01180712,CHACARA SANTA JUCILEIDE,575993.0,8817343.0,OURO PRETO DO OESTE,0,PLA 0077,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
76,PRO0077,6.0,10,OPO01180717,SITIO BOA VISTA,587960.0,8808004.0,OURO PRETO DO OESTE,0,PLA 0078,6.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
77,PRO0078,6.0,10,OPO02180717,CHACARA PRIMAVERA,592774.0,8806771.0,OURO PRETO DO OESTE,0,PLA 0079,6.0,ASSOCIAÇÃO,,,
78,PRO0079,6.0,10,OPO02180717,SITIO BOA ESPERANÇA,593314.0,8807222.0,OURO PRETO DO OESTE,0,PLA 0080,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
79,PRO0080,7.0,6,JAR01180712,SITIO CALIFORNIA,554657.0,8826611.0,JARU,0,PLA 0081,7.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
80,PRO0081,7.0,6,JAR01180713,SITIO VALE DAS ESTRELAS,558637.0,8830728.0,JARU,0,PLA 0082,7.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
81,PRO0082,7.0,6,JAR01180714,,558963.0,8859801.0,JARU,0,PLA 0083,7.0,ASSOCIAÇÃO,,LAVOURA,
82,PRO0083,7.0,6,JAR01180717,SITIO BOA PROMESSA,562551.0,8845186.0,JARU,0,PLA 0084,7.0,STTR,,BOVINOCULTURA DE CORTE,
83,PRO0084,7.0,6,JAR02180717,ALTO ALEGRE,564399.0,8846829.0,JARU,0,PLA 0085,7.0,STTR,,BOVINOCULTURA DE LEITE,
84,PRO0085,7.0,6,JAR03180717,SALTO GRANDE,564537.0,8846919.0,JARU,0,PLA 0086,7.0,STTR,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
85,PRO0086,7.0,6,JAR01180724,SITIO OLIVEIRA,508093.0,8791303.0,JARU,0,PLA 0087,7.0,STTR,,BOVINOCULTURA DE LEITE,FRUTICULTURA
86,PRO0087,7.0,6,JAR02180724,SITIO NOVA ESPERANÇA,508554.0,8792020.0,JARU,0,PLA 0088,7.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,HORTICULTURA
87,PRO0088,7.0,6,JAR03180724,SITIO A LISBOA,507697.0,8793434.0,JARU,0,PLA 0089,7.0,ASSOCIAÇÃO,,LAVOURA,BOVINOCULTURA DE LEITE
88,PRO0089,7.0,6,JAR01180725,SITIO PARAISO,508102.0,8791062.0,JARU,0,PLA 0090,7.0,STTR,,BOVINOCULTURA DE LEITE,
89,PRO0090,7.0,6,JAR02180725,BELA VISTA,506459.0,8789356.0,JARU,0,PLA 0091,7.0,STTR,,BOVINOCULTURA DE LEITE,
90,PRO0091,7.0,6,JAR03180725,BOA VISTA,507933.0,8791146.0,JARU,0,PLA 0092,7.0,STTR,,BOVINOCULTURA DE LEITE,LAVOURA
91,PRO0092,8.0,7,JIP02181108,SAO LUIS,620195.0,8830301.0,JI-PARANÁ,0,PLA 0093,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
92,PRO0093,15.0,14,RLM01190206,SITIO OURO VERDE,613248.0,8709209.0,ROLIM DE MOURA,0,PLA 0094,15.0,STTR,,LAVOURA,BOVINOCULTURA DE LEITE
93,PRO0094,4.0,9,NHO03190130,SITIO QUEIROZ,593185.0,8697021.0,NOVO HORIZONTE DO OESTE,0,PLA 0095,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
94,PRO0095,4.0,9,NHO02190130,SITIO SANTO ANTONIO,593290.0,8695005.0,NOVO HORIZONTE DO OESTE,0,PLA 0095,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
95,PRO0096,15.0,14,RLM01190208,CHACARA SAO SEBASTIAO,630709.0,8688595.0,ROLIM DE MOURA,0,PLA 0096,15.0,STTR,,LAVOURA,
96,PRO0097,4.0,9,NHO01190130,SITIO SAO FRANCISCO,593417.0,8694693.0,NOVO HORIZONTE DO OESTE,0,PLA 0097,4.0,ASSOCIAÇÃO,,CAFEICULTURA,BOVINOCULTURA DE CORTE
97,PRO0098,15.0,14,RLM01190205,S/N,620914.0,8688774.0,ROLIM DE MOURA,0,PLA 0098,15.0,STTR,,LAVOURA,
98,PRO0099,4.0,9,NHO01190129,CHACARA GAMBARTE,593417.0,8694150.0,NOVO HORIZONTE DO OESTE,0,PLA 0099,4.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
99,PRO0100,15.0,14,RLM02190205,RANCHO DAS PALMEIRAS,628733.0,8700648.0,ROLIM DE MOURA,0,PLA 0100,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,CAFEICULTURA
100,PRO0101,15.0,14,RLM01190201,SITIO VISTA ALEGRE,653427.0,8694945.0,ROLIM DE MOURA,0,PLA 0102,15.0,STTR,,BOVINOCULTURA DE CORTE,
101,PRO0102,15.0,14,RLM02181003,SITIO SAO JOSE,641307.0,8713792.0,ROLIM DE MOURA,0,PLA 0103,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
102,PRO0103,15.0,14,RLM01190218,CHACARA AGUAS CLARAS,641255.0,8714231.0,ROLIM DE MOURA,0,PLA 0104,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
103,PRO0104,15.0,14,RLM02190207,SITIO BOM JESUS,641123.0,8714017.0,ROLIM DE MOURA,0,PLA 0105,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
104,PRO0105,15.0,14,RLM02190218,CHACARA NOVA ESPERANCA,641318.0,8713380.0,ROLIM DE MOURA,0,PLA 0106,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
105,PRO0106,15.0,14,RLM02190218,S/N,641168.0,8712389.0,ROLIM DE MOURA,0,PLA 0106,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
106,PRO0107,15.0,14,RLM01190207,SITIO DAS OLIVEIRAS,641113.0,8714808.0,ROLIM DE MOURA,0,PLA 0107,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
107,PRO0108,,,,,,,,0,,,,,,
108,PRO0109,,,,,,,,0,,,,,,
109,PRO0110,15.0,14,RLM01181004,SITIO BOA UNIAO,641222.0,8712199.0,ROLIM DE MOURA,0,PLA 0108,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
110,PRO0111,15.0,14,RLM01190614,ESTANCIA WALTRICK,642043.0,8703561.0,ROLIM DE MOURA,0,PLA 0109,15.0,STTR,,BOVINOCULTURA DE CORTE,
111,PRO0112,15.0,14,RLM01180913,CHACARA GARCA BRANCA,633512.0,8717632.0,ROLIM DE MOURA,0,PLA 0110,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
112,PRO0113,15.0,9,NHO01190213,SITIO PRINCESA ISABEL,593122.0,8702403.0,NOVO HORIZONTE DO OESTE,0,PLA 0111,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
113,PRO0114,7.0,6,JAR01180807,SITIO RETIRO,539274.0,8856554.0,JARU,0,PLA 0112,7.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
114,PRO0115,7.0,6,JAR01180815,CHACARA SANTA LUZIA,559379.0,8842127.0,JARU,0,PLA 0113,7.0,STTR,,BOVINOCULTURA DE LEITE,
115,PRO0116,7.0,6,JAR01180816,CHACARA SANTO ANTONIO,567187.0,8833718.0,JARU,0,PLA 0114,7.0,ASSOCIAÇÃO,,LAVOURA,AGROINDUSTRIA
116,PRO0117,7.0,6,JAR01180821,SÃO JOSÉ,566166.0,8835150.0,JARU,0,PLA 0115,7.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
117,PRO0118,8.0,7,JIP01181106,BOA ESPERANÇA,616501.0,8832765.0,JI-PARANÁ,0,PLA 0116,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
118,PRO0119,6.0,10,OPO02180718,SITIO ALTO ALEGRE,590305.0,8806616.0,OURO PRETO DO OESTE,0,PLA 0117,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,PISCICULTURA
119,PRO0120,6.0,10,OPO04180717,SITIO PRIMAVERA,593385.0,8807188.0,OURO PRETO DO OESTE,0,PLA 0118,6.0,ASSOCIAÇÃO,,ARRENDAMENTO,BOVINOCULTURA DE CORTE
120,PRO0121,6.0,10,OPO01180718,SITIO BOM JESUS,594412.0,8806246.0,OURO PRETO DO OESTE,0,PLA 0119,6.0,ASSOCIAÇÃO,,PALMITO,BOVINOCULTURA DE CORTE
121,PRO0122,6.0,10,OPO03180718,PROPRIEDADE CANAÃ,592503.0,8797894.0,OURO PRETO DO OESTE,0,PLA 0120,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,SABOARIA
122,PRO0123,6.0,10,OPO01180719,SITIO UIRAPURU,593128.0,8797733.0,OURO PRETO DO OESTE,0,PLA 0121,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,ARRENDAMENTO
123,PRO0124,6.0,10,OPO02180928,SITIO SERRINHA,596693.0,8813784.0,OURO PRETO DO OESTE,0,PLA 0122,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
124,PRO0125,6.0,10,OPO02180719,SITIO CRISTO REI,590122.0,8798662.0,OURO PRETO DO OESTE,0,PLA 0123,6.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
125,PRO0126,6.0,10,OPO03180719,SITIO BOA VISTA,589716.0,8798775.0,OURO PRETO DO OESTE,0,PLA 0124,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
126,PRO0127,6.0,10,OPO01180723,SITIO BOA VISTA,597248.0,8800729.0,OURO PRETO DO OESTE,0,PLA 0125,6.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
127,PRO0128,6.0,10,OPO02180727,SITIO BENEDITO MATIAS,597103.0,8800568.0,OURO PRETO DO OESTE,0,PLA 0126,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
128,PRO0129,6.0,10,OPO03180723,SITIO BOA ESPERANÇA,597663.0,8800396.0,OURO PRETO DO OESTE,0,PLA 0127,6.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
129,PRO0130,6.0,10,OPO01180725,SITIO DUAS IRMÃS,570051.0,8815803.0,OURO PRETO DO OESTE,0,PLA 0128,6.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
130,PRO0131,6.0,10,OPO01180728,SITIO BOA ESPERANÇA,588412.0,8816364.0,OURO PRETO DO OESTE,0,PLA 0129,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,HORTICULTURA
131,PRO0132,6.0,10,OPO02180606,SITIO MONTE ALEGRE,592015.0,8815332.0,OURO PRETO DO OESTE,0,PLA 0130,6.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
132,PRO0133,6.0,10,OPO06180728,SITIO BOA UNIÃO,597769.0,8817428.0,OURO PRETO DO OESTE,0,PLA 0131,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
133,PRO0134,6.0,10,OPO05180728,SITIO VIEIRA,594911.0,8814195.0,OURO PRETO DO OESTE,0,PLA 0132,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
134,PRO0135,6.0,10,OPO04180728,SITIO SÃO MIGUEL DA PACIÊNCIA,595132.0,8814508.0,OURO PRETO DO OESTE,0,PLA 0133,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
135,PRO0136,6.0,10,OPO03180728,SITIO BOA SORTE,593936.0,8814518.0,OURO PRETO DO OESTE,0,PLA 0134,6.0,ASSOCIAÇÃO,,PISCICULTURA,FRUTICULTURA*
136,PRO0137,6.0,10,OPO02180728,SITIO BELA VISTA,593811.0,8814553.0,OURO PRETO DO OESTE,0,PLA 0135,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
