,COD_PRO,COD_EXT_x,COD_MUN,COD_SEDE,Farm,X_UTM,Y_UTM,County,Num_Visits,CAD_PLA,COD_EXT_y,Affiliation,NOME DA ASSOCIÇÃO,Main_Activity,Secondary_Activity
1254,PRO1255,1.0,5,ITA02200610,CHACARA BOM JESUS,489232.0,8955452.0,ITAPUÃ DO OESTE,0,PLA 1611,1.0,ASSOCIAÇÃO,,HORTICULTURA,-
1255,PRO1256,1.0,5,ITA01200617,CHARACA OLHA D'AGUA,489186.0,8955715.0,ITAPUÃ DO OESTE,0,PLA 1612,1.0,ASSOCIAÇÃO,,HORTICULTURA,-
1256,PRO1257,1.0,5,ITA02200617,CHACARA SACRAMENTO,489259.0,8955562.0,ITAPUÃ DO OESTE,0,PLA 1613,1.0,ASSOCIAÇÃO,,HORTICULTURA,
1257,PRO1258,1.0,5,ITA03200617,CHACARA 02 IRMÃOS,489339.0,8955367.0,ITAPUÃ DO OESTE,0,PLA 1614,1.0,ASSOCIAÇÃO,,HORTICULTURA,-
1258,PRO1259,1.0,5,ITA01200618,CHACARA CANÃA 02,489481.0,8954777.0,ITAPUÃ DO OESTE,0,PLA 1615,1.0,ASSOCIAÇÃO,,HORTICULTURA,-
1259,PRO1260,1.0,5,ITA02200618,CHACARA 03 COQUEIROS,489346.0,8954904.0,ITAPUÃ DO OESTE,0,PLA 1616,1.0,ASSOCIAÇÃO,,HORTICULTURA,
1260,PRO1261,2.0,14,RIC04200616,SITIO MONTE VIDELL,538903.0,8941837.0,RIO CRESPO,0,PLA 1617,2.0,OUTRA,,BOVINOCULTURA DE LEITE,AGRICULTURA
1261,PRO1262,2.0,14,RIC03200618,SITIO BOA ESPERENÇA,5388836.0,8938615.0,RIO CRESPO,0,PLA 1618,2.0,,,BOVINOCULTURA DE LEITE,AGRICULTURA
1262,PRO1263,2.0,14,RIC01200618,SITIO RECANTO DOS MACACOS,538775.0,8939235.0,RIO CRESPO,0,PLA 1619,2.0,OUTRA,,BOVINOCULTURA DE LEITE,
1263,PRO1264,9.0,10,PRM01200615,CHÁCARA SANTA MARTA,623651.0,8762467.0,PRESIDENTE MÉDICI,0,PLA 1620,9.0,,,,
1264,PRO1265,9.0,10,PRM02200615,SÍTIO NOSSA SENHORA DA PENHA,624233.0,8762292.0,PRESIDENTE MÉDICI,0,PLA 1621,9.0,STTR,,BOVINOCULTURA DE LEITE,AGRICULTURA
1265,PRO1266,15.0,14,RLM01200617,CHACARA VERDE,633728.0,8684176.0,ROLIM DE MOURA,0,PLA 1622,15.0,STTR,,BOVINOCULTURA DE CORTE,
1266,PRO1267,2.0,14,RIC02200618,SITIO ESPERENÇA,538824.0,8938833.0,RIO CRESPO,0,PLA 1623,2.0,OUTRA,,AGRICULTURA,
1267,PRO1268,2.0,4,CUJ04200617,SITIO BOA UNIAO,538130.0,8952071.0,CUJUBIM,0,PLA 1624,2.0,,,BOVINOCULTURA DE LEITE,
1268,PRO1269,2.0,4,CUJ01200616,SITIO NOVA UNIAO,535333.0,8971231.0,CUJUBIM,0,PLA 1625,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
1269,PRO1270,2.0,4,CUJ04200616,NOVA UNIAO,535087.0,8969079.0,CUJUBIM,0,PLA 1626,2.0,ASSOCIAÇÃO,,AGRICULTURA,
1270,PRO1271,17.0,8,MDO03200618,SITIO NOVA ESPERANÇA,586924.0,8954564.0,MACHADINHO D'OESTE,0,PLA 1627,17.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
1271,PRO1272,17.0,8,MDO01200618,BOA ESPERANÇA,581707.0,8953628.0,MACHADINHO D'OESTE,0,PLA 1628,17.0,ASSOCIAÇÃO,,AGROINDUSTRIA,
1272,PRO1273,17.0,8,MDO02200618,VALE DO AMANHECER,578939.0,8949856.0,MACHADINHO D'OESTE,0,PLA 1629,17.0,STTR,,CAFEICULTURA,FRUTICULTURA*
1273,PRO1274,17.0,8,MDO01200610,SITIO SANTA CLARA,574017.0,8942516.0,MACHADINHO D'OESTE,0,PLA 1630,17.0,STTR,,CAFEICULTURA,
1274,PRO1275,12.0,3,CAS02200618,NOSSA SENHORA DE APARECIDA,620586.0,8728878.0,CASTANHEIRAS,0,PLA 1631,12.0,STTR,,FRUTICULTURA,
1275,PRO1276,12.0,3,CAS01200618,BELA VISTA,610927.0,8728922.0,CASTANHEIRAS,0,PLA 1632,12.0,,,BOVINOCULTURA DE LEITE,BOVINOCULTURA DE CORTE
1276,PRO1277,12.0,9,NHO01200617,SÓCIO CAFÉ,601273.0,8707529.0,NOVO HORIZONTE DO OESTE,0,PLA 1633,12.0,,,CAFEICULTURA,
1277,PRO1278,12.0,9,NHO01200616,SÃO JOSÉ,605190.0,8721992.0,NOVO HORIZONTE DO OESTE,0,PLA 1634,12.0,,,BOVINOCULTURA DE LEITE,CAFEICULTURA
1278,PRO1279,15.0,14,RLM01200616,S/N,632219.0,8695290.0,ROLIM DE MOURA,0,PLA 1635,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1279,PRO1280,2.0,4,CUJ01200617,SITIO 2 IRMAOS,534910.0,8952315.0,CUJUBIM,0,PLA 1636,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTUTA
1280,PRO1281,2.0,4,CUJ02200617,SITIO ALTO ALEGRE,533282.0,8948356.0,CUJUBIM,0,PLA 1637,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,AGRICULTURA
1281,PRO1282,2.0,4,CUJ03200617,SITIO DONA MARIA,538651.0,8950701.0,CUJUBIM,0,PLA 1638,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,AGRICULTURA
1282,PRO1283,15.0,14,RLM01200618,CHACARA DRACENA,632930.0,8701255.0,ROLIM DE MOURA,0,PLA 1639,15.0,,,PISICULTURA,
1283,PRO1284,15.0,14,RLM02200618,RANCHO KARIRI,637145.0,8711657.0,ROLIM DE MOURA,0,PLA 1640,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
1284,PRO1285,17.0,8,MDO01200603,S/N,625309.0,8970397.0,MACHADINHO D'OESTE,0,PLA 1641,17.0,ASSOCIAÇÃO,,CAFEICULTURA,
1285,PRO1286,5.0,1,ARQ01200616,SITIO AVÔ E NETO,536100.0,8906906.0,ARIQUEMES,0,PLA 1642,5.0,,,BOVINOCULTURA DE CORTE,
1286,PRO1287,5.0,1,ARQ02200616,SITIO NOSSA SENHORA DA APARECIDA,535570.0,8906089.0,ARIQUEMES,0,PLA 1643,5.0,,,BOVINOCULTURA DE LEITE,
1287,PRO1288,5.0,1,ARQ02200617,SITIO PEDRINHA,535919.0,8906922.0,ARIQUEMES,0,PLA 1644,5.0,,,BOVINOCULTURA DE LEITE,
1288,PRO1289,6.0,10,OPO02200618,ARANTE,595558.0,8814006.0,OURO PRETO DO OESTE,0,PLA 1645,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1289,PRO1290,6.0,10,OPO01200618,BOA VENTURA,581907.0,8811736.0,OURO PRETO DO OESTE,0,PLA 1646,6.0,,,BOVINOCULTURA DE LEITE,
1290,PRO1291,6.0,10,OPO02200619,BOA ESPERANÇA,582162.0,8812373.0,OURO PRETO DO OESTE,0,PLA 1647,6.0,,,,
1291,PRO1292,6.0,10,OPO01200619,PARAISO,578898.0,8814271.0,OURO PRETO DO OESTE,0,PLA 1648,6.0,,,BOVINOCULTURA DE  LEITE,
1292,PRO1293,6.0,10,OPO03200619,,582293.0,8812331.0,OURO PRETO DO OESTE,0,PLA 1649,6.0,,,AGRICULTURA,
1293,PRO1294,13.0,14,RLM01200618,,629295.0,8709809.0,ROLIM DE MOURA,0,PLA 1650,13.0,STTR,,BOVINOCULTURA DE CORTE,
1294,PRO1295,13.0,14,RLM01200602,CHACARA IPÊ,635004.0,8697369.0,ROLIM DE MOURA,0,PLA 1651,13.0,STTR,,LAVOURA,
1295,PRO1296,13.0,14,RLM02200611,SITIO SOL NASCENTE,617087.0,8700169.0,ROLIM DE MOURA,0,PLA 1652,13.0,STTR,,BOVINOCULTURA DE CORTE,
1296,PRO1297,9.0,10,PRM03200622,SÍTIO DUAS IRMÃS,633146.0,8749349.0,PRESIDENTE MÉDICI,0,PLA 1653,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
1297,PRO1298,9.0,10,PRM02200622,CHÁCARA DAS PAINEIRAS,635240.0,8744380.0,PRESIDENTE MÉDICI,0,PLA 1654,9.0,STTR,,FRUTICULTURA,
1298,PRO1299,9.0,10,PRM01200622,NOVA TERRA,635623.0,8744762.0,PRESIDENTE MÉDICI,0,PLA 1655,9.0,ASSOCIAÇÃO,,FRUTICULTURA,
1299,PRO1300,9.0,10,PRM01200623,SÍTIO TERRA BOA,622547.0,8774465.0,PRESIDENTE MÉDICI,0,PLA 1656,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1300,PRO1301,9.0,10,PRM01200625,SÍTIO SANTA ISABEL,615849.0,8767431.0,PRESIDENTE MÉDICI,0,PLA 1657,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1301,PRO1302,9.0,10,PRM01200629,CHÁCARA BOA ESPERANÇA,618319.0,8765859.0,PRESIDENTE MÉDICI,0,PLA 1658,9.0,STTR,,BOVINOCULTURA DE CORTE,
1302,PRO1303,17.0,8,MDO04200618,SITIO BELA VISTA,594257.0,8949972.0,MACHADINHO D'OESTE,0,PLA 1659,17.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1303,PRO1304,17.0,8,MDO02200623,SITIO AGUAS BOAS,608115.0,8991708.0,MACHADINHO D'OESTE,0,PLA 1660,17.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1304,PRO1305,17.0,8,MDO01200623,CHACARA DO CACAU,603254.0,8986994.0,MACHADINHO D'OESTE,0,PLA 1661,17.0,ASSOCIAÇÃO,,FRUTICULTURA*,
1305,PRO1306,17.0,8,MDO01200602,S/N,599557.0,8986351.0,MACHADINHO D'OESTE,0,PLA 1662,17.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1306,PRO1307,17.0,8,MDO01200622,S/N,579497.0,8950102.0,MACHADINHO D'OESTE,0,PLA 1663,17.0,ASSOCIAÇÃO,,CAFEICULTURA,
1307,PRO1308,17.0,8,MDO01200620,S/N,611431.0,8956382.0,MACHADINHO D'OESTE,0,PLA 1664,17.0,STTR,,BOVINOCULTURA MISTA,
1308,PRO1309,13.0,14,RLM02200623,S/N,658665.0,8707294.0,ROLIM DE MOURA,0,PLA 1665,13.0,STTR,,FRUTICULTURA,
1309,PRO1310,13.0,14,RLM01200623,S/N,658172.0,8707187.0,ROLIM DE MOURA,0,PLA 1666,13.0,STTR,,LAVOURA,
1310,PRO1311,17.0,8,MDO01200430,SITIO MININHA I & II,570218.0,8944226.0,MACHADINHO D'OESTE,0,PLA 1667,17.0,STTR,,BOVINOCULTURA MISTA,
1311,PRO1312,13.0,14,RLM01200625,ESTANCIA RENASCER,617381.0,8701460.0,ROLIM DE MOURA,0,PLA 1668,13.0,STTR,,BOVINOCULTURA DE CORTE,
1312,PRO1313,5.0,1,ARQ01200623,SITIO DE BAIXO DA MÃO DE DEUS,512875.0,8917448.0,ARIQUEMES,0,PLA 1669,5.0,,,HORTALIÇAS,
1313,PRO1314,5.0,1,ARQ01200624,SITIO MONTE SIÃO,594797.0,8917044.0,ARIQUEMES,0,PLA 1670,5.0,,,BOVINOCULTURA DE CORTE,
1314,PRO1315,5.0,1,ARQ02200624,CHÁCARA FERREIRA,510264.0,8905310.0,ARIQUEMES,0,PLA 1671,5.0,,,ABACAXI,
1315,PRO1316,15.0,14,RLM01200622,S/N,624680.0,8686952.0,ROLIM DE MOURA,0,PLA 1672***,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
1316,PRO1317,15.0,14,RLM01200625,CHACARA PETERSEN,651248.0,8703204.0,ROLIM DE MOURA,0,PLA 1673*** 1672,15.0,ASSOCIAÇÃO,,AGRICULTURA,
1317,PRO1318,16.0,6,JAR01200623,SITIO BOA ESPERANÇA,551890.0,8848678.0,JARU,0,PLA 1674,16.0,,,BOVINOCULTURA DE CORTE,
1318,PRO1319,15.0,14,RLM01200624,ESTANCIA FAMILIA FREITAS,639629.0,8703565.0,ROLIM DE MOURA,0,PLA 1675,15.0,,,BOVINOCULTURA DE CORTE,
1319,PRO1320,16.0,6,JAR01200624,S/N,533467.0,8854055.0,JARU,0,PLA 1676,16.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,SUINOCULTURA
1320,PRO1321,16.0,6,JAR02200624,S/N,552890.0,8849573.0,JARU,0,PLA 1677,16.0,,,BOVINOCULTURA DE CORTE,
1321,PRO1322,12.0,9,NHO01200624,BOA ESPERANÇA,594479.0,8694236.0,NOVO HORIZONTE DO OESTE,0,PLA 1678,12.0,,,CAFEICULTURA,BOVINOCULTURA DE LEITE
1322,PRO1323,12.0,9,NHO03200624,SÃO JOSÉ,593381.0,8697895.0,NOVO HORIZONTE DO OESTE,0,PLA 1679,12.0,,,BOVINOCULTURA DE CORTE,CAFEICULTURA
1323,PRO1324,12.0,3,CAS01200626,NOSSA SENHORA APARECIDA,639476.0,8728326.0,CASTANHEIRAS,0,PLA 1680,12.0,STTR,,BOVINOCULTURA DE CORTE,
1324,PRO1325,1.0,5,ITA01200624,CHACARA NOVA ESPERANÇA,483578.0,8984925.0,ITAPUÃ DO OESTE,0,PLA 1681,1.0,STTR,,PSICULTURA,
1325,PRO1326,1.0,5,ITA02200623,CHACARA BOA ESPERANÇA,489265.0,8955236.0,ITAPUÃ DO OESTE,0,PLA 1682,1.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1326,PRO1327,1.0,5,ITA01200622,CHACARA BEIJAFLOR,489424.0,8955736.0,ITAPUÃ DO OESTE,0,PLA 1683,1.0,ASSOCIAÇÃO,,FRUTICULTURA,
1327,PRO1328,1.0,5,ITA02200622,CHACARA SAGU,488897.0,8954653.0,ITAPUÃ DO OESTE,0,PLA 1684,1.0,ASSOCIAÇÃO,,FRUTICULTURA,
1328,PRO1329,15.0,14,RLM02200624,SITIO ANJO DA GUARDA,637918.0,8703517.0,ROLIM DE MOURA,0,PLA 1685,15.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
1329,PRO1330,2.0,4,CUJ03200624,SITIO FIGUEIRA,537774.0,8952035.0,CUJUBIM,0,PLA 1686,2.0,ASSOCIAÇÃO,,AGRICULTURA,
1330,PRO1331,6.0,10,OPO01200624,DALZOCHIO,614493.0,8860721.0,OURO PRETO DO OESTE,0,PLA 1687,6.0,ASSOCIAÇÃO,,BOVINOCULTURA  DE LEITE,BOVINOCULTURA DE CORTE
1331,PRO1332,6.0,10,OPO02200624,SANTA ROSA,615898.0,8860610.0,OURO PRETO DO OESTE,0,PLA 1688,6.0,ASSOCIAÇÃO,,BOVINOCULTURA  DE LEITE,
1332,PRO1333,6.0,10,OPO01200917,,614725.0,8860790.0,OURO PRETO DO OESTE,0,PLA 1688,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
1333,PRO1334,6.0,10,OPO04200624,NOVA GERULASEM,607994.0,8848823.0,OURO PRETO DO OESTE,0,PLA 1689,6.0,ASSOCIAÇÃO,,BOVINOCULTURA  DE LEITE,
1334,PRO1335,2.0,4,CUJ01200622,SITIO NOSSA S APARECIDA,543193.0,8950222.0,CUJUBIM,0,PLA 1690,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,AGRICULTURA
1335,PRO1336,2.0,4,CUJ04200624,CHACARA VITORIA,539299.0,8953674.0,CUJUBIM,0,PLA 1691,2.0,ASSOCIAÇÃO,,AGRICULTURA,
1336,PRO1337,2.0,4,CUJ01200625,CHACARA 2 IRMAOS,548132.0,8970094.0,CUJUBIM,0,PLA 1692,2.0,STTR,,AGRICULTURA,
1337,PRO1338,2.0,4,CUJ02200625,SITIO BOA SORTE,548698.0,8970826.0,CUJUBIM,0,PLA 1693,2.0,STTR,,AGRICULTURA,
1338,PRO1339,2.0,4,CUJ02200623,,535330.0,8950827.0,CUJUBIM,0,PLA 1694,2.0,ASSOCIAÇÃO,,AGRICULTURA,
1339,PRO1340,2.0,14,RIC01200626,CHACARA ATIBAIA,506783.0,8946959.0,RIO CRESPO,0,PLA 1695,2.0,ASSOCIAÇÃO,,AGRICULTURA,
1340,PRO1341,2.0,14,RIC02200623,NOVA ESPERANÇA,536987.0,8940302.0,RIO CRESPO,0,PLA 1696,2.0,OUTRA,,BOVINOCULTURA DE LEITE,AGRICULTURA
1341,PRO1342,2.0,14,RIC02200623,SITIO RANCHO ALEGRE,538820.0,8941491.0,RIO CRESPO,0,PLA 1697,2.0,OUTRA,,BOVINOCULTURA DE LEITE,
1342,PRO1343,13.0,14,RLM01200629,SITIO SÃO JOÃO,658321.0,8714424.0,ROLIM DE MOURA,0,PLA 1698,13.0,STTR,,BOVINOCULTURA DE LEITE,
1343,PRO1344,1.0,5,ITA01200629,CHACARA RS,478616.0,8989623.0,ITAPUÃ DO OESTE,0,PLA 1699,1.0,STTR,,FRUTICULTURA,
1344,PRO1345,6.0,10,OPO01200630,ARARA AZUL,579999.0,8817644.0,OURO PRETO DO OESTE,0,PLA 1700,6.0,,,AGRICULTURA,
1345,PRO1346,13.0,14,RLM01200701,SITIO BARBARA VITÓRIA,628968.0,8696146.0,ROLIM DE MOURA,0,PLA 1701,13.0,STTR,,BOVINOCULTURA DE CORTE,
1346,PRO1347,2.0,14,RIC01200701,CHACARA SAO MATEUS,511958.0,8927929.0,RIO CRESPO,0,PLA 1702,2.0,OUTRA,,AGRICULTURA,
1347,PRO1348,2.0,14,RIC02200701,SITIO VERA CRUZ,511065.0,8926904.0,RIO CRESPO,0,PLA 1703,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
1348,PRO1349,2.0,14,RIC03200701,CHACARA COELHO,510947.0,8928858.0,RIO CRESPO,0,PLA 1704,2.0,ASSOCIAÇÃO,,AGRICULTURA,
1349,PRO1350,5.0,1,ARQ01200701,SITIO TRÊS LAGOAS,461159.0,8894108.0,MONTE NEGRO,0,PLA 1705,5.0,,,NÃO TEM,
1350,PRO1351,5.0,1,ARQ01200702,SITIO BOA ESPERANÇA,533786.0,8869719.0,ARIQUEMES,0,PLA 1706,5.0,,,FRUTICULTURA,
1351,PRO1352,2.0,14,RIC01200701,CHACARA PANTANAL,510829.0,8929191.0,RIO CRESPO,0,PLA 1707,2.0,ASSOCIAÇÃO,,AGRICULTURA,
1352,PRO1353,2.0,14,RIC02200702,SITIO CAPICHABA,510192.0,8927316.0,RIO CRESPO,0,PLA 1708,2.0,ASSOCIAÇÃO,,AGRICULTURA,
1353,PRO1354,1.0,5,ITA01200702,SITIO DA NILDA,451900.0,8991871.0,ITAPUÃ DO OESTE,0,PLA 1709,1.0,STTR,,AGRICULTURA,
1354,PRO1355,12.0,9,NHO02200630,ERICA BEATRIZ,601128.0,8713599.0,NOVO HORIZONTE DO OESTE,0,PLA 1710,12.0,STTR,,BOVINOCULTURA DE CORTE,
1355,PRO1356,12.0,9,NHO03200630,PANORAMA,601414.0,8713136.0,NOVO HORIZONTE DO OESTE,0,PLA 1711,12.0,STTR,,BOVINOCULTURA DE CORTE,
1356,PRO1357,12.0,9,NHO01200702,ALTO ALEGRE,593094.0,8696496.0,NOVO HORIZONTE DO OESTE,0,PLA 1712,12.0,STTR,,BOVINOCULTURA DE CORTE,
1357,PRO1358,12.0,9,NHO02200702,IRMÃOS FERREIRA,593116.0,8695843.0,NOVO HORIZONTE DO OESTE,0,PLA 1713,12.0,,,BOVINOCULTURA DE LEITE,
1358,PRO1359,12.0,9,NHO03200702,PRIMAVERA,593263.0,8695170.0,NOVO HORIZONTE DO OESTE,0,PLA 1714,12.0,,,BOVINOCULTURA DE LEITE,BOVINOCULTURA DE CORTE
1359,PRO1360,15.0,14,RLM01200701,SITIO AGUAS BOAS,627839.0,8702337.0,ROLIM DE MOURA,0,PLA 1715,15.0,,,AGRICULTURA,
1360,PRO1361,18.0,5,ITA02200701,SITIO PAIS E FILHOS,465168.0,8953372.0,ITAPUÃ DO OESTE,0,PLA 1716,18.0,ASSOCIAÇÃO,,AGRICULTURA,
1361,PRO1362,9.0,10,PRM01200706,SÍTIO CRISTO BOM JESUS,610690.0,8752238.0,PRESIDENTE MÉDICI,0,PLA 1717,9.0,STTR,,BOVINOCULTURA DE LEITE,FRUTICULTURA
1362,PRO1363,18.0,5,ITA01200701,SITO MARAVILHA,464865.0,8949996.0,ITAPUÃ DO OESTE,0,PLA 1718,18.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
1363,PRO1364,9.0,10,PRM02200706,SÍTIO SANTA CATARINA,610607.0,8753481.0,PRESIDENTE MÉDICI,0,PLA 1719,9.0,STTR,,BOVINOCULTURA DE LEITE,
1364,PRO1365,17.0,8,MDO01200701,CHACARA VITORIA,605629.0,8956935.0,MACHADINHO D'OESTE,0,PLA 1720,17.0,ASSOCIAÇÃO,,LAVOURA,
1365,PRO1366,17.0,8,MDO01200629,SITIO ALTO ALEGRE,595160.0,8950994.0,MACHADINHO D'OESTE,0,PLA 1721,17.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1366,PRO1367,1.0,5,ITA01200703,SITIO VALE DO TABOCA,449455.0,8989989.0,ITAPUÃ DO OESTE,0,PLA 1722,1.0,STTR,,AVICULTURA,
1367,PRO1368,17.0,8,MDO01200630,SITIO SAO JOSE,606411.0,8955585.0,MACHADINHO D'OESTE,0,PLA 1723,17.0,STTR,,BOVINOCULTURA DE CORTE,
1368,PRO1369,17.0,8,MDO01200702,LUZ DO SOL,579966.0,8949952.0,MACHADINHO D'OESTE,0,PLA 1724,17.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1369,PRO1370,17.0,8,MDO02200702,LUZ DO SOL,580089.0,8949954.0,MACHADINHO D'OESTE,0,PLA 1725,17.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1370,PRO1371,11.0,8,MDO01200707,NOSSA SENHORA APARECIDA,580807.0,8950141.0,MACHADINHO D'OESTE,0,PLA 1726,11.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
1371,PRO1372,17.0,8,MDO01200706,,578357.0,8928042.0,MACHADINHO D'OESTE,0,PLA 1727,17.0,STTR,,BOVINOCULTURA DE LEITE,CAFEICULTURA
1372,PRO1373,17.0,8,MDO02200706,SITIO UNIAO,587222.0,8929009.0,MACHADINHO D'OESTE,0,PLA 1728,17.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
1373,PRO1374,17.0,8,MDO02200622,SITIO BELA VISTA,579357.0,8950201.0,MACHADINHO D'OESTE,0,PLA 1729,17.0,ASSOCIAÇÃO,,CAFEICULTURA,
1374,PRO1375,2.0,4,CUJ03200707,CHACARA 2 IRMAOS,548524.0,8970982.0,CUJUBIM,0,PLA 1730,2.0,ASSOCIAÇÃO,,AGRICULTURA,
1375,PRO1376,2.0,14,RIC02200707,CHACARA VITORIA,508897.0,8946472.0,RIO CRESPO,0,PLA 1731,2.0,ASSOCIAÇÃO,,AGRICULTURA,
1376,PRO1377,2.0,14,RIC01200707,SITIO LAGO AZUL,507549.0,8946758.0,RIO CRESPO,0,PLA 1732,2.0,ASSOCIAÇÃO,,AGRICULTURA,
1377,PRO1378,2.0,4,CUJ01200708,BOM FUTURO,539363.0,8954102.0,CUJUBIM,0,PLA 1733,2.0,ASSOCIAÇÃO,,AGRICULTURA,
1378,PRO1379,1.0,5,ITA01200709,CHACARA RANCHO ALEGRE,489329.0,8954977.0,ITAPUÃ DO OESTE,0,PLA 1734,1.0,ASSOCIAÇÃO,,AGRICULTURA,
1379,PRO1380,5.0,1,ARQ01200707,SITIO QUATRO IRMÃOS,539079.0,8871263.0,ARIQUEMES,0,PLA 1735,5.0,ASSOCIAÇÃO,,OLERICULTURA,
1380,PRO1381,5.0,1,ARQ02200707,SITIO SÃO JORGE,539225.0,8871403.0,ARIQUEMES,0,PLA 1736,5.0,ASSOCIAÇÃO,,OLERICULTURA,FRUTICULTURA*
1381,PRO1382,6.0,10,OPO01200708,,603349.0,8815737.0,OURO PRETO DO OESTE,0,PLA 1737,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
1382,PRO1383,6.0,10,OPO01200708,BELA VISTA,599218.0,8816971.0,OURO PRETO DO OESTE,0,PLA 1738,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1383,PRO1384,6.0,10,OPO0120070,MEU TESOURO MEU PARAISO,611454.0,8843952.0,OURO PRETO DO OESTE,0,PLA 1739,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1384,PRO1385,6.0,10,OPO02200709,VANEVA,611145.0,8843920.0,OURO PRETO DO OESTE,0,PLA 1740,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1385,PRO1386,6.0,10,OPO03200709,PORTAL,607652.0,8832306.0,OURO PRETO DO OESTE,0,PLA 1741,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
1386,PRO1387,5.0,1,ARQ01200708,-,460352.0,8906239.0,ARIQUEMES,0,PLA 1742,5.0,,,BOVINOCULTURA DE CORTE,
1387,PRO1388,5.0,1,ARQ02200602,SITIO VISTA VERDE,537077.0,8901103.0,ARIQUEMES,0,PLA 1743,5.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
1388,PRO1389,5.0,1,ARQ01200709,SITIO TRÊS IRMÃOS,438151.0,8911484.0,ARIQUEMES,0,PLA 1744,5.0,,,BOVINOCULTURA DE LEITE,
1389,PRO1390,2.0,14,RIC01200709,SITIO TERRA BOA,536904.0,8938377.0,RIO CRESPO,0,PLA 1745,2.0,OUTRA,,BOVINOCULTURA DE CORTE,BOVINOCULTURA DE LEITE
1390,PRO1391,2.0,4,CUJ01200710,CHACARA DEUS ME DEU,505777.0,8947094.0,CUJUBIM,0,PLA 1746,2.0,ASSOCIAÇÃO,,AGRICULTURA,
1391,PRO1392,12.0,3,CAS01200707,RANCHO DO VALLE,612962.0,8721872.0,CASTANHEIRAS,0,PLA 1747,12.0,STTR,,BOVINOCULTURA DE CORTE,
1392,PRO1393,12.0,3,CAS01200723,ESTANCIA SÃO SEBASTIÃO DO ARACUANGA,597851.0,8738549.0,CASTANHEIRAS,0,PLA 1747,12.0,STTR,,BOVINOCULTURA DE CORTE,
1393,PRO1394,9.0,10,PRM01200714,SÍTIO SÃO PEDRO,608250.0,8754336.0,PRESIDENTE MÉDICI,0,PLA 1748,9.0,STTR,,BOVINOCULTURA DE LEITE,
1394,PRO1395,9.0,10,PRM02200714,SÍTIO BOA ESPERANÇA,608425.0,8754184.0,PRESIDENTE MÉDICI,0,PLA 1749,9.0,STTR,,BOVINOCULTURA DE LEITE,
1395,PRO1396,13.0,14,RLM01200713,CHACARA DO JAPONÊS,621037.0,8689091.0,ROLIM DE MOURA,0,PLA 1750,13.0,STTR,,CAFEICULTURA,FRUTICULTURA*
1396,PRO1397,18.0,7,JIP01200708,SANTA HELENA,639026.0,8814240.0,JI-PARANÁ,0,PLA 1751,18.0,STTR,,BOVINOCULTURA DE CORTE,
1397,PRO1398,13.0,14,RLM02200713,SÍTIO ÁGUAS BOAS,641126.0,8708486.0,ROLIM DE MOURA,0,PLA 1752,13.0,STTR,,BOVINOCULTURA DE CORTE,BOVINOCULTURA DE LEITE
