,COD_PLA,COD_PRO,Farm,X_UTM,Y_UTM,County,GLEBA,LINHA,KM,LOTE,Num_Visits,ASSOCIAÇÃO / STTR,Main_Activity,Secondary_Activity,Piles,Columns,Tensioners,Wire_rolls,Isolation,Carbonate,APP_Area,RL_Area,Total_Area,Group_RL,CultureI_RL,CultureII_RL,Seedlings_RL,Method_RL,Year_RL,Group_APP,CultureI_APP,CultureII_APP,Seedlings_APP,Method_APP,Year_APP,Concluded_Isolation
457,PLA 0450,PRO 0453,SÍTIO COELHO,593115.0,8721219.0,NOVO HORIZONTE DO OESTE,BOM PRINCÍPIO,144 norte,18,114,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,LAVOURA,,,,,,,,,0.41,2,A,D,4000,RL SAF,2019.0,,,,,,2019.0,0
458,PLA 0451,PRO 0454,CHÁCARA PALMITÃO,593284.0,8722390.0,NOVO HORIZONTE DO OESTE,BOM PRINCÍPIO,144 norte,18,112-E,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,177,8,20.0,3.0,PARCIAL,0.4,0.78,,0.61,,,,,RL SAF,2019.0,2,A,D,700.0,APP SAF,2019.0,0
459,PLA 0452,PRO 0455,SÍTIO PEREIRA,593190.0,8720531.0,NOVO HORIZONTE DO OESTE,BOM PRINCÍPIO,144 norte,17,112,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,LAVOURA,418,20,50.0,9.0,PARCIAL,2,1.46,,0.0,,,,,RL SAF,2019.0,2,A,C,5800.0,APP SAF,2019.0,0
460,PLA 0453,PRO 0456,SÍTIO 2 IRMÃOS,622368.0,8774624.0,PRESIDENTE MÉDICI,PYRINEOS,KM 20,,29-A,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,18,2,10.0,1.0,CONCLUIDO,0.072,0.1,,0.78,,,,,,2019.0,5,H,,130.0,APP SAF,2019.0,1
461,PLA 0454,PRO 0457,CHÁCARA ITAPIRUMA,622954.0,8774389.0,PRESIDENTE MÉDICI,PYRINEOS,KM 20,,82,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,124,4,10.0,3.0,CONCLUIDO,0.813,1.91,,1.46,,,,,,2019.0,2,A,C,1470.0,APP SAF,2019.0,1
462,PLA 0455,PRO 0458,SÍTIO SÃO SEBASTIÃO,613977.0,8762733.0,PRESIDENTE MÉDICI,4,2ª,,19,0,STTR,BOVINOCULTURA DE LEITE,,75,6,0.0,2.0,CONCLUIDO,0.55,0.9,,0.1,,,,,,2019.0,2,A,D,1000.0,APP SAF,2019.0,1
463,PLA 0456,PRO 0459,SÍTIO SÃO CARLOS,617675.0,8777670.0,PRESIDENTE MÉDICI,PYRINEOS,KM 20,,3,0,STTR,BOVINOCULTURA DE CORTE,FRUTICULTURA,79,7,20.0,2.0,CONCLUIDO,0.138,,1.62,1.91,2,A,D,,RL SAF,2019.0,,,,,,2019.0,1
464,PLA 0457,PRO 0460,SÍTIO COQUEIRAL,620128.0,8773235.0,PRESIDENTE MÉDICI,PYRINEOS,KM 23,,78,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,97,4,20.0,3.0,CONCLUIDO,0.111,,2.49,0.9,2,A,C,,RL SAF,2019.0,,,,,,2019.0,1
465,PLA 0458,PRO 0461,SÍTIO MORO ALTO,624124.0,8754560.0,PRESIDENTE MÉDICI,2,124,,29,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,92,6,15.0,3.0,CONCLUIDO,0,,1.62,1.62,2,B,D,,RL SAF,2019.0,,,,,,2019.0,1
466,PLA 0459,PRO 0462,SÍTIO SÃO JOAQUIM,615980.0,8770915.0,PRESIDENTE MÉDICI,G,1º,,13,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,FRUTICULTURA*,41,3,10.0,1.0,CONCLUIDO,0.116,0.33,,2.49,,,,,,2019.0,2,A,B,210.0,APP SAF,2019.0,1
467,PLA 0460,PRO 0463,SÍTIO DANYELA,633603.0,8750367.0,PRESIDENTE MÉDICI,JAURU,132,,45-A e B,0,STTR,BOVINOCULTURA DE CORTE,,187,7,40.0,5.0,CONCLUIDO,476,2.37,,1.62,,,,,,2019.0,2,A,C,860.0,APP SAF,2019.0,1
468,PLA 0460,PRO 0463,SÍTIO DANYELA,633603.0,8750367.0,PRESIDENTE MÉDICI,JAURU,132,,45-A e B,0,STTR,BOVINOCULTURA DE CORTE,,187,7,40.0,5.0,CONCLUIDO,476,2.37,,1.62,,,,,,2019.0,2,A,C,860.0,APP SAF,2019.0,0
469,PLA 0461,PRO 0464,CHÁCARA OLIVEIRA,625666.0,8767073.0,PRESIDENTE MÉDICI,3,126,,11,0,STTR,BOVINOCULTURA DE CORTE,PISCICULTURA,28,2,10.0,1.0,CONCLUIDO,0.122,0.5,,2.37,,,,,,2019.0,2,A,C,220.0,APP SAF,2019.0,1
470,PLA 0462,PRO 0465,SÍTIO NOSSA SENHORA DAS GRAÇAS,608217.0,8767286.0,PRESIDENTE MÉDICI,6,3ª,,28,0,STTR,BOVINOCULTURA DE CORTE,,72,3,20.0,2.0,CONCLUIDO,0.039,0.48,,0.0,,,,,,2019.0,2,A,C,,APP SAF,2019.0,1
471,PLA 0463,PRO 0466,SÍTIO SANTA LUZIA,645968.0,8762931.0,PRESIDENTE MÉDICI,6,144,,16,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,FRUTICULTURA,229,10,0.0,6.0,CONCLUIDO,0.055,,3.58,0.5,2,A,C,,RL SAF,2019.0,,,,,APP SAF,2019.0,1
472,PLA 0464,PRO 0467,SÍTIO SÃO JOSÉ,644159.0,8761407.0,PRESIDENTE MÉDICI,1,144,,30,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA,65,5,0.0,2.0,CONCLUIDO,0.044,1.05,,0.48,,,,,,2019.0,5,H,,,APP SAF,2019.0,1
473,PLA 0465,PRO 0468,SÍTIO SÃO JOÃO,644089.0,8760760.0,PRESIDENTE MÉDICI,13,144,,32,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,139,6,0.0,4.0,CONCLUIDO,0.033,1.91,,3.58,,,,,,2019.0,2,A,C,,APP SAF,2019.0,1
474,PLA 0466,PRO 0469,SÍTIO AMARAL,644093.0,8760430.0,PRESIDENTE MÉDICI,13,144,,35,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,CAFEICULTURA,168,7,0.0,5.0,CONCLUIDO,0.683,1.4,,1.05,,,,,,2019.0,2,A,C,1235.0,APP SAF,2019.0,1
475,PLA 0467,PRO 0470,CHÁCARA BOM FUTURO,644005.0,8760466.0,PRESIDENTE MÉDICI,11,144,,34,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,53,3,0.0,2.0,CONCLUIDO,0.3,0.46,,1.91,,,,,,2019.0,2,A,,600.0,APP SAF,2019.0,1
476,PLA 0468,PRO 0471,SITIO BAIXA VERDE,468129.0,8963126.0,ITAPUÃ DO OESTE,,"120, TRAV.B20",36,,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,1.4,,0.8,1.4,,,,,,2018.0,2,A,C,850.0,APP SAF,2018.0,0
477,PLA 0469,PRO 0472,SITIO SERRANA,467429.0,8962034.0,ITAPUÃ DO OESTE,,"120, TRAV.B20",35,,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,0,,1.22,0.46,1,B,,1320,RL SAF,2018.0,1,B,,,APP SAF,2018.0,0
478,PLA 0470,PRO 0473,SITIO CAMILO,468042.0,8993300.0,ITAPUÃ DO OESTE,,PROVIDENCIA,3,,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,105,5,15.0,3.0,,0,1.46,,0.8,,,,0,,2018.0,1,B,,1051.0,APP SAF,2018.0,0
479,PLA 0471,PRO 0474,SITIO ESPERANÇA,468417.0,9000013.0,ITAPUÃ DO OESTE,,SÃO PEDRO,1,,0,ASSOCIAÇÃO,HORTICULTURA,,,,,,,0,,1.3,1.22,1,B,,930,RL SAF,2018.0,,,,,APP SAF,2018.0,0
480,PLA 0472,PRO 0475,SITIO SANTA LUZIA,593179.0,8720723.0,NOVO HORIZONTE DO OESTE,,144 NORTE,17,110-A,0,ASSOCIAÇÃO,CAFEICULTURA,BOVINOCULTURA DE CORTE,163,14,0.0,4.0,,1.15,,,1.46,1,A,-,1000,RL SAF,2020.0,5,J,-,1300.0,APP SAF,2020.0,0
481,PLA 0473,PRO 0476,SITIO BOA ESPERANÇA,476251.0,8992117.0,ITAPUÃ DO OESTE,,616,5,,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,,,,,,0,,0.46,1.3,1,A,,411,RL SAF,2018.0,1,A,,,APP SAF,2018.0,0
482,PLA 0474,PRO 0477,SITIO TERRA BOA,474600.0,8962455.0,ITAPUÃ DO OESTE,,120,8,,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
483,PLA 0475,PRO 0478,SITIO BELA VISTA,443213.0,8906053.0,ARIQUEMES,3,"RO-421, LINHA C 65",,27,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,560,11,75.0,14.0,,691,1.98,,0.46,5,H,,1250,RL DIV,2019.0,5,H,,1111.0,APP DIV,2019.0,0
484,PLA 0476,PRO 0479,SITIO NOSSA SENHORA APARECIDA,440880.0,8908487.0,ARIQUEMES,3,"RO-421, LINHA C 67",,35,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,CAFEICULTURA,155,8,25.0,4.0,,885,1.16,,0.0,,,,,,2019.0,1,A,,1600.0,APP SAF,2019.0,0
485,PLA 0477,PRO 0480,SITIO BOA ESPERANÇA,593253.0,8715433.0,NOVO HORIZONTE DO OESTE,7,144 NORTE,12,95A,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,CAFEICULTURA,140,4,45.0,4.0,CONCLUIDO,0.35,1.18,,1.98,,,,,,2019.0,1,A,,700.0,APP SAF,2019.0,1
486,PLA 0478,PRO 0481,SITIO BOA SORTE,592851.0,8716144.0,NOVO HORIZONTE DO OESTE,S/N,144 NORTE,13,101A/74C,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,98,4,45.0,3.0,PARCIAL,0.35,0.3,,1.16,,,,,,2019.0,2,A,B,715.0,APP SAF,2019.0,0
487,PLA 0479,PRO 0482,SITIO BOA VISTA,592820.0,8716466.0,NOVO HORIZONTE DO OESTE,9,144 NORTE,13,76A,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,138,4,45.0,4.0,CONCLUIDO,0.35,4.03,,1.18,,,,,,2019.0,1,A,,700.0,APP SAF,2019.0,1
488,PLA 0480,PRO 0483,SITIO COELHO,460114.0,8900415.0,ARIQUEMES,2,"RO-421, LINHA C 60",39,38,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,HORTICULTURA,246,6,15.0,7.0,,553,2.24,,0.3,,,,,,2019.0,2,A,C,1000.0,APP SAF,2019.0,0
489,PLA 0481,PRO 0484,S/N,534154.0,8869557.0,ARIQUEMES,2,"BR-364, LINHA C 18",6,3,0,ASSOCIAÇÃO,SAF,PISCICULTURA,,,,,,,,,4.03,,,,,,2019.0,,,,,,2019.0,0
490,PLA 0482,PRO 0485,CHACARA SERRA DOURADA,548813.0,8958002.0,CUJUBIM,7,CA-08,8,1,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,,,,,,,,,2.24,,,,,,2019.0,,,,,,2019.0,0
491,PLA 0483,PRO 0486,SITIO BOA VISTA,547629.0,8958976.0,CUJUBIM,1,CA-08,8,169,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,200,8,60.0,5.0,CONCLUIDO,,,,0.0,,0,,0,,2019.0,1,A,,1300.0,APP SAF,2019.0,1
492,PLA 0484,PRO 0487,,547908.0,8976209.0,CUJUBIM,3,CA-22,18,26,0,OUTRA,LAVOURA,LAVOURA,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
493,PLA 0485,PRO 0488,SITIO SÃO JOSE,549061.0,8973008.0,CUJUBIM,2,CA-16,13,139,0,OUTRA,BOVINOCULTURA MISTA,,,,,,,,,,0.0,,0,,0,,2019.0,,,,,,2019.0,0
494,PLA 0486,PRO 0489,"OLHOS D""AGUA",554449.0,8956534.0,CUJUBIM,6,CA-08,12,50,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA*,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
495,PLA 0487,PRO 0490,SITIO DEUS TE CHAMA,535366.0,8957255.0,CUJUBIM,5,B-90,,42,0,ASSOCIAÇÃO,CAFEICULTURA,FRUTICULTURA*,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
496,PLA 0488,PRO 0491,RUBRO NEGRO,531329.0,8960237.0,CUJUBIM,4,B-86,,121,0,STTR,BOVINOCULTURA DE LEITE,CAFEICULTURA,36,2,10.0,0.0,CONCLUIDO,,,,0.0,3,E,B,2070,RL SAF,2019.0,1,B,,0.0,APP SAF,2019.0,1
497,PLA 0489,PRO 0493,RANCHO ALEGRE,547397.0,8978073.0,CUJUBIM,3,C-A22,,26,0,OUTRA,LAVOURA,LAVOURA,,,,,,SIM,0.0,,0.0,,,,900,RL SAF,2019.0,,,,0.0,APP SAF,2019.0,0
498,PLA 0490,PRO 0494,SITIO BOA FÉ,537262.0,8948979.0,CUJUBIM,8,CORRENTE,,44,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,CAFEICULTURA,,,,,,,,,0.42,,,,,,2019.0,,,,,,2019.0,0
499,PLA 0491,PRO 0495,CHACARA VITORIA,549758.0,8956606.0,CUJUBIM,27,C-A 08,8,48,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,,,,0.0,,,,0,,2019.0,,,,,,2019.0,0
500,PLA 0492,PRO 0496,SITIO BELA VISTA,548929.0,8957915.0,CUJUBIM,,C-A 08,8,12,0,OUTRA,CAFEICULTURA,FRUTICULTURA*,,,,,,,,,0.0,,0,,0,,2019.0,,,,,,2019.0,0
501,PLA 0493,PRO 0497,CANTO DO PASSARINHO,548874.0,8958311.0,CUJUBIM,,C-A 08,8,13,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
502,PLA 0494,PRO 0498,SITIO RECANTO,549155.0,8956525.0,CUJUBIM,,C-A 08,12,13,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
503,PLA 0495,PRO 0499,SITIO SANTO ANTONIO,438895.0,8908496.0,ARIQUEMES,3,"RO-421, LINHA C 67",S/N,42,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,CAFEICULTURA,125,7,10.0,3.0,,1210,1.76,1.38,0.0,1,B,,1388,RL SAF,2019.0,2,A,C,800.0,APP SAF,2019.0,0
504,PLA 0496,PRO 0500,BOA ESPERANÇA,553064.0,8956028.0,CUJUBIM,16,C-A 08,10,6,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
505,PLA 0497,PRO 0501,SITIO MINAS GERAIS,438233.0,8911139.0,ARIQUEMES,3,"RO-421, LINHA C 70",S/N,1,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,120,13,10.0,3.0,,913,3.91,0.52,3.14,1,B,,550,RL SAF,2019.0,1,A,,1100.0,APP SAF,2019.0,0
506,PLA 0498,PRO 0502,SITIO PAU GRANDE,460341.0,8906054.0,ARIQUEMES,72,"RO-421, LINHA C 65",S/N,24,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,,,0.77,0.0,,,,,,2018.0,1,A,,2458.0,APP SAF,2018.0,0
507,PLA 0498,PRO 0502,SITIO PAU GRANDE,460341.0,8906054.0,ARIQUEMES,72,"RO-421, LINHA C 65",S/N,24,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,,,0.77,0.0,,,,,,2018.0,1,A,,2458.0,APP SAF,2018.0,0
508,PLA 0499,PRO 0503,,504186.0,8912141.0,ARIQUEMES,17,"BR-364, LINHA C 70",S/N,32,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,,,,0.77,,,,,,2019.0,,,,,,2019.0,0
509,PLA 0500,PRO 0504,SAO JOAO,575607.0,8801781.0,OURO PRETO DO OESTE,12B,37,12,37,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,57,4,45.0,2.0,CONCLUIDO,0.2,0.98,,2.5,,,,,,2019.0,5,H,,400.0,APP DIV,2019.0,1
510,PLA 0501,PRO 0505,TRES IRMAOS,578337.0,8805138.0,OURO PRETO DO OESTE,12A,37,12,01A,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,12,2,,1.0,CONCLUIDO,0.1,0.12,,0.0,,,,,,2019.0,5,H,,,APP DIV,2019.0,1
511,PLA 0502,PRO 0506,SAO GERALDO,575440.0,8801863.0,OURO PRETO DO OESTE,16B,37,12,22,0,ASSOCIAÇÃO,CAFEICULTURA,HORTICULTURA,20,2,,1.0,CONCLUIDO,0.05,0.55,,0.98,,,,,,2019.0,1,B,,,APP SAF,2019.0,1
512,PLA 0503,PRO 0507,DOIS IRMAOS,576669.0,8804174.0,OURO PRETO DO OESTE,16B,37,12,22,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,3.0,CONCLUIDO,0.15,0.62,,0.12,,,,,,2019.0,1,A,,,APP SAF,2019.0,1
513,PLA 0504,PRO 0508,SAO MARCOS,614551.0,8861050.0,OURO PRETO DO OESTE,2,203,S/N,55,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,43,6,,2.0,CONCLUIDO,1100,0.43,,0.55,,,,,,2019.0,2,A,C,2000.0,APP SAF,2019.0,1
514,PLA 0504,PRO 0508,SAO MARCOS,614551.0,8861050.0,OURO PRETO DO OESTE,2,203,S/N,55,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,43,6,,2.0,CONCLUIDO,1100,0.43,,0.55,,,,,,2019.0,2,A,C,2000.0,APP SAF,2019.0,0
515,PLA 0505,PRO 0509,NACALDERON,614503.0,8861083.0,OURO PRETO DO OESTE,2,203,S/N,56,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,34,3,40.0,1.0,CONCLUIDO,0.4,,1.17,0.43,2,A,B,550,RL SAF,2019.0,2,B,C,150.0,APP SAF,2019.0,1
516,PLA 0505,PRO 0509,NACALDERON,614503.0,8861083.0,OURO PRETO DO OESTE,2,203,S/N,56,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,34,3,40.0,1.0,CONCLUIDO,0.4,,1.17,0.43,2,A,B,550,RL SAF,2019.0,2,B,C,150.0,APP SAF,2019.0,0
517,PLA 0506,PRO 0510,VISTA ALEGRE,614305.0,8861167.0,OURO PRETO DO OESTE,2,203,S/N,57,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,32,4,20.0,1.0,CONCLUIDO,0.9,,0.94,1.17,2,A,C,1100,RL SAF,2019.0,1,B,,500.0,APP SAF,2019.0,1
518,PLA 0507,PRO 0511,NOVO HORIZONTE,614561.0,8860685.0,OURO PRETO DO OESTE,2,203,S/N,50,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,35,2,,1.0,CONCLUIDO,0.1,0.16,,0.0,,,,,,2019.0,1,A,,,APP SAF,2019.0,1
519,PLA 0508,PRO 0512,BELA VISTA,615949.0,8861429.0,OURO PRETO DO OESTE,3,203,S/N,63,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.94,,,,,,2019.0,,,,,,2019.0,0
520,PLA 0509,PRO 0513,NOVA ESPERANÇA,614904.0,8861777.0,OURO PRETO DO OESTE,2,203,S/N,35,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,45,2,,2.0,CONCLUIDO,0.1,0.2,,0.16,,,,,,2019.0,1,A,,,APP SAF,2019.0,1
521,PLA 0511,PRO 0514,SITIO 3 IRMÃOS,534931.0,8953287.0,CUJUBIM,4,B-90,,19,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,70,6,30.0,2.0,CONCLUIDO,,0.89,3.23,0.2,,,,,,2019.0,,,,,,2019.0,1
522,PLA 0512,PRO 0515,NOSSA SENHORA APARECIDA,465570.0,8901082.0,ARIQUEMES,2,"RO-421, LINHA C 60",,18,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
523,PLA 0513,PRO 0516,SITIO PLANETA AZUL,464639.0,8900984.0,ARIQUEMES,1,"RO-421, LINHA C 60",,13,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,,,,,,,,,4.12,,,,,,2018.0,,,,,,2018.0,0
524,PLA 0514,PRO 0517,CHACARA  SONHO MEU,548884.0,8966872.0,CUJUBIM,,BABAÇU,5,45,0,,LAVOURA,FRUTICULTURA,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
525,PLA 0515,PRO 0518,SITIO N.S.APARECIDA,548083.0,8973468.0,CUJUBIM,2,CA-16,,141,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,,,,,,,,,0.0,3,E,B,,RL SAF,2019.0,,,,,,2019.0,0
526,PLA 0516,PRO 0519,SITIO N.S.APARECIDA,549888.0,8974599.0,CUJUBIM,2,CA - 16,,180,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,90,4,20.0,2.0,,,,,0.0,1,B,,,RL SAF,2019.0,,,,,,2019.0,0
527,PLA 0517,PRO 0520,SITIO N.S. DA SALETE,549784.0,8956224.0,CUJUBIM,,CA-08,6,46,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,,,,0.0,,0,,0,0,2019.0,,,,,,2019.0,0
528,PLA 0518,PRO 0521,SITIO 3 IRMÃOS,535268.0,8956361.0,CUJUBIM,4,B-90,,31,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,LAVOURA,410,17,150.0,6.0,PARCIAL,,,,0.0,,0,,0,0,2019.0,2,A,B,3111.0,APP SAF,2019.0,0
529,PLA 0519,PRO 0522,SITIO BOM JESUS,531195.0,8972308.0,CUJUBIM,4,B-86,,174 A 177,0,OUTRA,BOVINOCULTURA DE CORTE,LAVOURA,,,,,CONCLUIDO,,0.93,,0.0,,0,,0,0,2018.0,,,,,,2018.0,1
530,PLA 0520,PRO 0523,ESTANCIA 2T,535408.0,8968836.0,CUJUBIM,4,B-90,,89,0,,BOVINOCULTURA DE CORTE,,,,,,NOTIFICAR,,,,0.0,,0,,0,0,2018.0,,,,,,2018.0,0
531,PLA 0521,PRO 0524,SITIO OURO VERDE,531107.0,8967963.0,CUJUBIM,,B-86,,24.25,0,,BOVINOCULTURA DE CORTE,,,,,,CONCLUIDO,,1.31,,0.93,,0,,0,0,2018.0,,,,,,2018.0,1
532,PLA 0522,PRO 0525,SITIO FONTE AZUL,535473.0,8967700.0,CUJUBIM,5,B-90,,85-A,0,,BOVINOCULTURA DE LEITE,LAVOURA,,,,,CONCLUIDO,,0.47,,0.0,,0,,0,0,2018.0,,,,,,2018.0,1
533,PLA 0523,PRO 0526,SITIO DUAS IRMAS,535399.0,8971128.0,CUJUBIM,4,B-90,,91-B,0,,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,,,,1.31,1,B,-,3185,RL SAF,2018.0,2,A,C,300.0,APP DIV,2018.0,0
534,PLA 0524,PRO 0527,SITIO PRESENTE DE DEUS,531083.0,8971304.0,CUJUBIM,,B-86,,23,0,,BOVINOCULTURA MISTA,,,,,,,,,,0.47,,0,,0,0,2018.0,,,,,,2018.0,0
535,PLA 0525,PRO 0528,SITIO BEM TI VI,535510.0,8969703.0,CUJUBIM,5,B-90,,93,0,,BOVINOCULTURA DE LEITE,CAFEICULTURA,,,,,,,,,0.0,,0,,0,0,2018.0,,,,,,2018.0,0
536,PLA 0526,PRO 0529,,535350.0,8953845.0,CUJUBIM,5,B-90,,29,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,CONCLUIDO,,0.87,,0.0,,0,,0,0,2019.0,,,,,,2019.0,1
537,PLA 0527,PRO 0530,SITIO BOA ESPERANCA,547390.0,8977296.0,CUJUBIM,32,CA-22,,32,0,,BOVINOCULTURA DE CORTE,LAVOURA,,,,,,,,,0.0,,0,,0,0,2018.0,,,,,,2018.0,0
538,PLA 0528,PRO 0531,SITIO NOVA ESPERANCA,504264.0,8932134.0,RIO CRESPO,13,C-90,,34,0,OUTRA,BOVINOCULTURA DE LEITE,,,,,,,,,,0.87,,0,,0,0,2019.0,,,,,,2019.0,0
539,PLA 0529,PRO 0532,SITIO SANTA FE,508764.0,8931968.0,RIO CRESPO,14,C-90,,79,0,ASSOCIAÇÃO,LAVOURA,CAFEICULTURA,,,,,,,,,0.0,,0,,0,0,2019.0,,,,,,2019.0,0
540,PLA 0530,PRO 0533,SITIO CAPIXABA,509985.0,8927350.0,RIO CRESPO,14,C-85,,86,0,OUTRA,LAVOURA,CAFEICULTURA,,,,,CONCLUIDO,,3.28,0.77,0.0,3,E,A,,RL SAF,2019.0,2,A,C,,APP SAF,2019.0,1
541,PLA 0530,PRO 0533,SITIO CAPIXABA,509985.0,8927350.0,RIO CRESPO,14,C-85,,86,0,OUTRA,LAVOURA,CAFEICULTURA,,,,,CONCLUIDO,,3.28,0.77,0.0,3,E,A,,RL SAF,2019.0,2,A,C,,APP SAF,2019.0,0
542,PLA 0531,PRO 0534,CHACARA PARAISO,549376.0,8958405.0,CUJUBIM,,CA-08,8,19,0,ASSOCIAÇÃO,LAVOURA,LAVOURA,,,,,,,,,4.05,1,B,,,RL SAF,2019.0,,,,,,2019.0,0
543,PLA 0532,PRO 0535,,503193.0,8911996.0,ARIQUEMES,18,"BR-364, LINHA C 70",,27,0,,HORTICULTURA,BOVINOCULTURA DE LEITE,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
544,PLA 0533,PRO 0536,CHACARA BOM JESUS,639021.0,8721144.0,CASTANHEIRAS,11,188,18 TRAVESSÃO / 192 KM 02,40-E,0,STTR,BOVINOCULTURA DE CORTE,,,,,,,,,,0.0,3,CAFÉ,,3355,RL SAF,2019.0,,,,,,2019.0,0
545,PLA 0534,PRO 0537,SITO TRES CORAÇÃO,535344.0,8951403.0,CUJUBIM,5,B-90,,,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,AGRICULTURA,,,,,CONCLUIDO,,1.3,4.62,0.0,,,,0,RL SAF,2019.0,N,N,N,0.0,N,2019.0,1
546,PLA 0534,PRO 0537,SITO TRES CORAÇÃO,535344.0,8951403.0,CUJUBIM,5,B-90,,,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,AGRICULTURA,,,,,CONCLUIDO,,1.3,4.62,0.0,,,,0,RL SAF,2019.0,N,N,N,0.0,N,2019.0,0
547,PLA 0535,PRO 0538,SÍTIO  VAI QUEM QUER,535297.0,8975498.0,CUJUBIM,4,B90,0,238,0,ASSOCIAÇÃO,FRUTICULTURA*,BOVINOCULTURA DE LEITE,,,,,,,,,5.92,,0,,0,0,2018.0,,,,,,2018.0,0
